business_id,business_name,city,state,primary_cuisine,latitude,longitude,is_open,yelp_stars,avg_review_stars,total_reviews,reviews_per_month,total_checkins,active_checkin_days,positive_review_ratio,active_years,composite_score,performance_tier,state_performance_tier,tier_label,is_elite_merchant,is_closed
c0c0ecf5-abda-4d35-9a2e-40eb13306bfe,Restaurant 82,Philadelphia,AZ,Sushi,35.130782,-114.859998,False,1.0,1.0,0,0.0,0.0,0,,0,,1,1,Low,False,True
16443fd7-b809-4258-82a0-d3f26a944729,Restaurant 87,Philadelphia,AZ,Sushi,35.807987,-123.204808,False,3.0,3.0,0,0.0,0.0,0,,0,,1,1,Low,False,True
fc4fcbc8-e42f-4c5b-87e1-4ac14d86a4a5,Restaurant 90,Philadelphia,AZ,Coffee & Tea,41.093875,-73.152807,False,5.0,5.0,0,0.0,0.0,0,,0,,1,1,Low,False,True
1520dc80-5566-4e0a-b17c-5fcfc60d991c,Restaurant 97,Philadelphia,AZ,Sushi,29.681839,-94.79292,False,3.0,3.0,0,0.0,0.0,0,,0,,1,1,Low,False,True
37f2a1e6-67f5-421d-89e0-e3a01465a750,Restaurant 114,Philadelphia,AZ,Burgers,30.455731,-93.544252,True,3.0,3.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
f7e16e60-ffdf-49b7-b317-124a64caa172,Restaurant 117,Philadelphia,AZ,Burgers,38.330198,-84.720213,False,1.5,1.5,0,0.0,0.0,0,,0,,1,1,Low,False,True
91a13e4c-37fa-4bd8-a05d-5086afc83586,Restaurant 119,Philadelphia,AZ,Thai,42.170865,-106.370661,True,1.5,1.5,0,0.0,0.0,0,,0,,1,1,Low,False,False
46865a1b-74e6-494e-bbad-480c599a8de4,Restaurant 125,Philadelphia,AZ,Coffee & Tea,34.386665,-72.666316,True,1.0,1.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
972887eb-5efa-4e42-a7a0-cb0ab25f0026,Restaurant 144,Philadelphia,AZ,Pizza,28.620413,-107.859945,True,3.5,3.5,0,0.0,0.0,0,,0,,1,1,Low,False,False
c214b78c-a14f-4770-a416-b47ea798c754,Restaurant 147,Philadelphia,AZ,Pizza,40.344049,-122.502045,True,4.0,4.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
89cf3c09-cf6c-41d4-b529-f0a2a09d2a85,Restaurant 155,Philadelphia,AZ,Chinese,42.352254,-83.206757,False,4.5,4.5,0,0.0,0.0,0,,0,,1,1,Low,False,True
e61d2fab-902b-42a0-959b-47d3b1490827,Restaurant 156,Philadelphia,AZ,Chinese,35.785185,-90.273818,True,3.0,3.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
705f84f3-dfc4-4043-b406-50f554a7ef2e,Restaurant 160,Philadelphia,AZ,Burgers,37.053577,-91.460703,False,3.5,3.5,0,0.0,0.0,0,,0,,1,1,Low,False,True
e8b9eabb-d56a-499a-baa9-32c7aa302b84,Restaurant 172,Philadelphia,AZ,Pizza,28.389019,-100.939009,False,2.5,2.5,0,0.0,0.0,0,,0,,1,1,Low,False,True
755fb9ed-1fcd-4d30-9d0f-4f41fa9f87ea,Restaurant 175,Philadelphia,AZ,American (New),25.120778,-120.642583,True,3.0,3.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
065dc5fd-8dd3-4ed0-a054-a3976b7fb023,Restaurant 182,Philadelphia,AZ,Mexican,29.192394,-117.583108,False,4.5,4.5,0,0.0,0.0,0,,0,,1,1,Low,False,True
4d2a434a-a9bb-4fb8-b01f-5fe4ae326d57,Restaurant 204,Philadelphia,AZ,Burgers,37.548282,-89.695099,True,3.0,3.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
a7b8ca5c-13c6-42c0-8068-ea10c88436b4,Restaurant 205,Philadelphia,AZ,Mexican,40.838112,-116.305575,False,4.0,4.0,0,0.0,0.0,0,,0,,1,1,Low,False,True
9f48c66d-495c-4261-8145-50fabc999aa2,Restaurant 226,Philadelphia,AZ,Seafood,37.891215,-73.603304,True,3.0,3.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
d62440c3-6480-4c98-9cb8-c6714f1808b2,Restaurant 231,Philadelphia,AZ,Sushi,29.587487,-71.984728,True,3.5,3.5,0,0.0,0.0,0,,0,,1,1,Low,False,False
5647ac52-1239-428e-a11f-706dafbd405e,Restaurant 235,Philadelphia,AZ,Thai,29.434662,-118.804428,False,2.0,2.0,0,0.0,0.0,0,,0,,1,1,Low,False,True
9118ba18-f69f-48f6-9135-9c5cf3d5a515,Restaurant 244,Philadelphia,AZ,American (New),35.428943,-96.771369,True,4.5,4.5,0,0.0,0.0,0,,0,,1,1,Low,False,False
4e083304-68b7-466b-83e1-8d5b67967bc0,Restaurant 257,Philadelphia,AZ,American (New),44.534841,-108.459497,True,2.0,2.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
079fcc3d-2113-4c2d-97b8-bae65f766873,Restaurant 269,Philadelphia,AZ,Pizza,26.390353,-89.924927,True,4.5,4.5,0,0.0,0.0,0,,0,,1,1,Low,False,False
786a7a3f-2749-431e-983b-fdef7724ffb9,Restaurant 292,Philadelphia,AZ,Italian,44.119482,-121.196273,True,4.0,4.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
1768a42b-6a3e-4789-887d-345d5038a987,Restaurant 305,Philadelphia,AZ,Seafood,31.034128,-77.55499,False,5.0,5.0,0,0.0,0.0,0,,0,,1,1,Low,False,True
e410ee9f-6717-409e-a90d-878240431333,Restaurant 311,Philadelphia,AZ,Italian,26.901424,-123.302661,True,2.5,2.5,0,0.0,0.0,0,,0,,1,1,Low,False,False
4ab75392-4df5-4319-9697-4e9dd70d7d87,Restaurant 320,Philadelphia,AZ,Sushi,38.384978,-77.210073,False,1.5,1.5,0,0.0,0.0,0,,0,,1,1,Low,False,True
626dcbfd-cfa9-498a-b59b-2481288a958c,Restaurant 342,Philadelphia,AZ,Italian,36.747983,-121.950849,True,2.0,2.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
be8b0ae4-f295-4ebb-ac32-9f74fa2c6ae7,Restaurant 355,Philadelphia,AZ,Coffee & Tea,34.349789,-95.52415,False,2.5,2.5,0,0.0,0.0,0,,0,,1,1,Low,False,True
b29a272d-fe1c-47ad-8625-bf9600ff2486,Restaurant 358,Philadelphia,AZ,Sushi,42.205804,-111.258105,True,4.5,4.5,0,0.0,0.0,0,,0,,1,1,Low,False,False
331e5f36-037e-44df-a3bf-55f8282b7d13,Restaurant 361,Philadelphia,AZ,Burgers,28.863752,-93.436369,True,4.0,4.0,0,0.0,0.0,0,,0,,1,1,Low,False,False
de721f86-bd5b-4336-9df0-d918ab1c1ee5,Restaurant 365,Philadelphia,AZ,Italian,42.973007,-106.078123,False,5.0,5.0,0,0.0,0.0,0,,0,,1,1,Low,False,True
fb1b05aa-5b04-4b70-908e-ee87d07e747b,Restaurant 371,Philadelphia,AZ,Chinese,32.629882,-91.222588,True,2.0,2.0,0,0.0,0.0,0,,0,,1,2,Low,False,False
6ca2dd9f-e5bc-4212-ac40-7db6e0cc3f01,Restaurant 398,Philadelphia,AZ,Coffee & Tea,45.631721,-123.887191,False,3.0,3.0,0,0.0,0.0,0,,0,,1,2,Low,False,True
35a4701d-9d43-4dad-8efb-48cf44dacd42,Restaurant 404,Philadelphia,AZ,Thai,47.091969,-98.897974,False,5.0,5.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
c758c09e-f198-43af-aba4-fecd75f2035d,Restaurant 408,Philadelphia,AZ,Pizza,30.018808,-108.38202,True,5.0,5.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
7aafa5e7-2fca-464b-9972-83ab318b8982,Restaurant 416,Philadelphia,AZ,American (New),44.927048,-92.903396,True,1.5,1.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
edb869e1-37e8-4ad5-a0cc-7b49499766df,Restaurant 427,Philadelphia,AZ,Italian,27.842686,-111.099394,True,2.0,2.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
40593f4c-16b7-4359-9103-4b3f40c1714d,Restaurant 472,Philadelphia,AZ,Seafood,25.871385,-120.971358,True,2.0,2.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
d741d745-a559-4edc-9467-78113c0d7a2a,Restaurant 481,Philadelphia,AZ,Seafood,33.214182,-88.078744,False,2.5,2.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
d1fa02d2-4824-4881-b065-68ae0d50f9fc,Restaurant 485,Philadelphia,AZ,American (New),27.503151,-89.494662,True,1.5,1.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
11a79323-5a9a-43e9-ad5f-e10f428ff6e2,Restaurant 491,Philadelphia,AZ,Burgers,26.445807,-104.681065,False,1.0,1.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
c74979df-3ffe-403a-9a29-9a7ede41544a,Restaurant 492,Philadelphia,AZ,Italian,25.917808,-89.331139,False,1.5,1.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
c454a0f5-981a-46e1-8ffb-2811b5cb93bd,Restaurant 497,Philadelphia,AZ,Pizza,29.846191,-116.131456,True,4.0,4.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
4daaaf46-2989-43e6-a830-320e07f5761a,Restaurant 511,Philadelphia,AZ,Thai,27.306408,-97.041105,True,3.5,3.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
8cec4095-88e1-424b-986e-29528ff880bb,Restaurant 521,Philadelphia,AZ,Italian,35.59657,-92.724542,True,1.0,1.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
314c0658-5e3a-4b84-afa1-b2b927e259d1,Restaurant 539,Philadelphia,AZ,Burgers,33.764633,-109.241203,False,2.0,2.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
93fe5418-bb48-4c0c-ba73-72cc58ebb31b,Restaurant 545,Philadelphia,AZ,Chinese,27.907469,-96.029171,True,2.0,2.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
00cf1342-ec8f-4b94-bf38-a1f490f7b5ef,Restaurant 546,Philadelphia,AZ,Thai,47.424576,-95.267871,False,3.0,3.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
e809694a-afdd-4625-bbb0-7d039c70b94f,Restaurant 556,Philadelphia,AZ,Pizza,32.863996,-107.863282,False,4.5,4.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
129c612f-cded-4c63-aa5a-6d93ab8748a0,Restaurant 563,Philadelphia,AZ,Sushi,28.564815,-82.606165,False,2.5,2.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
d636c448-8fb6-4a81-981e-e2cd0da74117,Restaurant 572,Philadelphia,AZ,Pizza,27.271332,-93.59433,False,4.0,4.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
89448ab9-6c2e-4220-87ec-74be30da6836,Restaurant 583,Philadelphia,AZ,Italian,28.590463,-110.42565,False,2.5,2.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
82ebfe5b-f8be-48cf-a8fd-8140a4ffb797,Restaurant 632,Philadelphia,AZ,Sushi,45.324265,-112.20031,True,3.0,3.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
58bacc4c-bb18-4de4-86c4-324ce6dfa5b5,Restaurant 633,Philadelphia,AZ,Pizza,43.324849,-84.439239,False,2.5,2.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
5406dbde-b7f2-4ccf-b673-37b13d7ca57b,Restaurant 637,Philadelphia,AZ,Burgers,39.425611,-75.936792,False,5.0,5.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
c98e2d4e-6ae8-4bd0-92f9-59e7627569b5,Restaurant 657,Philadelphia,AZ,Coffee & Tea,38.582327,-111.878359,True,2.5,2.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
84181fcb-62e9-4c77-90c0-6330d383ab41,Restaurant 662,Philadelphia,AZ,Chinese,31.704575,-91.143531,True,4.5,4.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
84f83952-d481-43f7-af27-ae1aab5951af,Restaurant 682,Philadelphia,AZ,Burgers,35.954124,-72.846152,False,5.0,5.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
ed62a955-3f64-4b53-8156-6e46d7e34c36,Restaurant 690,Philadelphia,AZ,Italian,46.532187,-89.867072,False,3.0,3.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
5be41429-abc8-4e61-9c99-f204338a3c56,Restaurant 692,Philadelphia,AZ,Sushi,36.309601,-73.927754,False,4.0,4.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
cce2abde-a49d-4714-8ef7-423154de3d51,Restaurant 696,Philadelphia,AZ,Pizza,34.289993,-84.972792,True,1.5,1.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
a74944e4-3961-4a84-9716-4c116a9f8ff1,Restaurant 697,Philadelphia,AZ,Burgers,38.046609,-73.57268,False,3.5,3.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
e2d6af06-6e6c-4b7b-a265-6c13cd75429f,Restaurant 701,Philadelphia,AZ,Pizza,26.448831,-95.269637,False,3.0,3.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
12715c0b-2a2f-47bc-8fe4-5a2a47ded7c5,Restaurant 704,Philadelphia,AZ,Pizza,26.053439,-86.428675,True,2.0,2.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
51926554-6002-417d-bcae-44d868302d68,Restaurant 712,Philadelphia,AZ,Pizza,46.856855,-90.504459,False,3.0,3.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
fce78aa2-1359-44e4-ac61-2f6e18e9335b,Restaurant 717,Philadelphia,AZ,Chinese,38.334521,-101.951355,True,3.5,3.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
9344a4c8-8e8f-4f3f-9fc1-58ddb03f82a8,Restaurant 719,Philadelphia,AZ,Chinese,45.481243,-117.02823,False,4.5,4.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
c79f0dd4-0a19-4798-8acc-b0beb5468b8f,Restaurant 720,Philadelphia,AZ,Pizza,39.536486,-71.344426,True,2.5,2.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
fbb256e4-0493-4232-9efd-ceb760e3f62e,Restaurant 726,Philadelphia,AZ,Thai,30.531764,-94.283217,True,1.0,1.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
d91704fa-48a1-49e1-ba4a-5b0ddbe58d30,Restaurant 756,Philadelphia,AZ,Italian,42.016689,-112.651388,False,1.0,1.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
d2404a7c-420d-48ea-bbec-bf44d8a6fb5d,Restaurant 767,Philadelphia,AZ,Sushi,37.031786,-71.64387,True,2.0,2.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
0ae4929d-3b1e-4ce8-90a2-3d01fd182f32,Restaurant 783,Philadelphia,AZ,Coffee & Tea,31.414485,-82.760024,False,1.5,1.5,0,0.0,0.0,0,,0,,2,2,Below Average,False,True
58bc29bb-3f64-45ea-b538-697f54f4a7bf,Restaurant 795,Philadelphia,AZ,Coffee & Tea,25.511438,-107.591712,True,4.0,4.0,0,0.0,0.0,0,,0,,2,2,Below Average,False,False
2255a249-e14f-44d1-951b-e2f6042b41c6,Restaurant 801,Philadelphia,AZ,Seafood,42.559171,-115.066953,True,1.0,1.0,0,0.0,0.0,0,,0,,3,2,Average,False,False
acc69e71-ca2d-4613-b80b-61a6ecf464bc,Restaurant 817,Philadelphia,AZ,Italian,46.309436,-106.700278,True,4.0,4.0,0,0.0,0.0,0,,0,,3,2,Average,False,False
ca6eba6e-1732-47e7-8fb8-05312b9bcabd,Restaurant 821,Philadelphia,AZ,Sushi,30.995637,-87.189322,True,3.5,3.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
b9d2a4f0-10e3-4026-9462-f21c9c08a7f4,Restaurant 826,Philadelphia,AZ,Burgers,27.994585,-77.901425,True,2.5,2.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
4da48650-7f7b-4754-97b8-84c85d91cda7,Restaurant 828,Philadelphia,AZ,Burgers,25.237366,-117.673729,True,3.5,3.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
a5a9932e-f5ee-4c1e-b9da-61f6f3cb6378,Restaurant 837,Philadelphia,AZ,Thai,47.742827,-94.153001,True,4.5,4.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
4dd216c0-4ec4-4f96-9ea7-69112212ec25,Restaurant 852,Philadelphia,AZ,American (New),41.56713,-80.294638,True,3.5,3.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
7295fd65-f87f-46d0-952b-23e3bad9fab5,Restaurant 859,Philadelphia,AZ,Coffee & Tea,35.901749,-123.800074,False,2.0,2.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
e09717f3-4617-4e4d-92ae-fa3ebaba9429,Restaurant 862,Philadelphia,AZ,American (New),38.593903,-91.367759,True,4.5,4.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
6822d6f3-d1a8-4a5d-afd8-c1d43a5890cd,Restaurant 864,Philadelphia,AZ,Coffee & Tea,25.478559,-109.159407,False,2.5,2.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
3e358c7a-df9c-42ad-a094-b9d3c0f39b93,Restaurant 874,Philadelphia,AZ,American (New),42.692044,-124.637683,False,4.5,4.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
73bec6d6-827b-492c-9713-1c1a9d59e16e,Restaurant 885,Philadelphia,AZ,Chinese,47.607863,-80.703684,True,5.0,5.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
acc025e8-c707-4ae0-92db-58ccc57b6918,Restaurant 890,Philadelphia,AZ,Thai,43.947672,-117.06096,False,2.0,2.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
f1281845-cdeb-46d8-afb5-67de99bdd4ca,Restaurant 901,Philadelphia,AZ,Coffee & Tea,43.559184,-91.622985,True,4.0,4.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
4a17ffa3-5662-46ce-b7c4-33d96dc6f623,Restaurant 933,Philadelphia,AZ,American (New),45.238578,-90.94232,False,3.5,3.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
a926dae7-78fa-477c-b040-bc873b760dc8,Restaurant 950,Philadelphia,AZ,Coffee & Tea,39.142388,-115.791155,False,4.0,4.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
ea3d7242-1e0a-42cd-9ea2-53ade29d6b4e,Restaurant 951,Philadelphia,AZ,Italian,32.401932,-104.43667,False,4.5,4.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
edb41cc5-8f78-4d02-8074-d008f3cb8929,Restaurant 956,Philadelphia,AZ,Sushi,31.279448,-123.640499,False,4.5,4.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
a567ebfb-c34e-46cc-a09e-8da69b8e2a02,Restaurant 971,Philadelphia,AZ,Italian,38.885317,-73.346516,False,2.5,2.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
f83916a4-7a55-430b-9626-e699c71be7c0,Restaurant 973,Philadelphia,AZ,Italian,38.251053,-84.449011,False,3.0,3.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
7639f7c7-098c-4d62-b48e-d3880e1270d3,Restaurant 976,Philadelphia,AZ,American (New),47.824964,-94.594686,True,3.5,3.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
c6723b61-5117-41cb-b323-781566595b93,Restaurant 980,Philadelphia,AZ,Seafood,35.828118,-109.647196,True,2.0,2.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
e1ff6786-efc1-4609-96b8-fc02cee6a4d5,Restaurant 982,Philadelphia,AZ,Pizza,29.092625,-85.707325,False,5.0,5.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
1558d8da-7fba-42eb-9a69-33ad42177f23,Restaurant 1003,Philadelphia,AZ,Thai,35.432871,-104.366921,False,4.5,4.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
5234d9df-1b99-4690-bdca-66e8a4d70cac,Restaurant 1014,Philadelphia,AZ,Italian,43.73052,-114.789908,True,1.0,1.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
12449516-8eda-4310-b182-e978e0642282,Restaurant 1015,Philadelphia,AZ,Sushi,45.998342,-118.99425,False,2.0,2.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
5d47aff6-b2df-45a3-9057-e3ef8efbb33f,Restaurant 1023,Philadelphia,AZ,Coffee & Tea,38.955549,-102.990915,False,1.5,1.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
e90b0d83-172c-47f1-9398-60a560df0695,Restaurant 1028,Philadelphia,AZ,Chinese,43.297431,-106.695939,True,2.5,2.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
a755f275-b94b-4c7f-b233-d6a19817c5f0,Restaurant 1033,Philadelphia,AZ,Thai,28.328118,-73.141055,False,2.5,2.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
f9fb31b0-68aa-46e7-8742-e1a42b9f7cb8,Restaurant 1038,Philadelphia,AZ,Mexican,42.427426,-103.49153,False,5.0,5.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
0f9b21c6-5190-4f06-9934-a9e873cfc151,Restaurant 1050,Philadelphia,AZ,American (New),27.830042,-117.915121,True,2.5,2.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
dc041d53-60bf-4bcd-b709-69476bdc19cf,Restaurant 1053,Philadelphia,AZ,Sushi,37.021324,-70.768926,True,3.5,3.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
e984c17e-b842-40fd-9b45-2e858639cbb4,Restaurant 1065,Philadelphia,AZ,Italian,35.09608,-105.529922,False,4.5,4.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
3c93868a-69be-47e8-a8ad-e55c69cd4fc8,Restaurant 1074,Philadelphia,AZ,Italian,44.512091,-121.83768,False,1.0,1.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
0f02ed56-45bf-4617-ae8e-82fa1821bf61,Restaurant 1076,Philadelphia,AZ,Coffee & Tea,26.949107,-96.712477,True,2.0,2.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
2cf1ec82-2930-4d7e-a2d4-3d3ffc5a5cc1,Restaurant 1084,Philadelphia,AZ,Mexican,42.500698,-111.373899,True,2.0,2.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
25f6ce41-c572-40b2-8684-b76c09fb8cfa,Restaurant 1133,Philadelphia,AZ,Burgers,41.362356,-110.80701,True,5.0,5.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
a4541be4-4160-43c6-865c-3f07de48c842,Restaurant 1147,Philadelphia,AZ,Italian,35.460581,-115.66553,True,3.0,3.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
23d4f074-c094-4741-a523-b2fa964b54f9,Restaurant 1150,Philadelphia,AZ,Burgers,36.787023,-90.645245,True,3.5,3.5,0,0.0,0.0,0,,0,,3,3,Average,False,False
910a5ad0-0630-478b-a1d1-be7a7fd8c276,Restaurant 1151,Philadelphia,AZ,American (New),45.180398,-70.481352,True,1.0,1.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
d59c2271-63c8-4ecf-a41b-6a89abb8c9db,Restaurant 1160,Philadelphia,AZ,Pizza,37.316645,-81.887843,False,4.0,4.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
b29de0ab-c291-4d57-a71e-74896497481d,Restaurant 1162,Philadelphia,AZ,Coffee & Tea,36.48725,-107.597569,True,4.0,4.0,0,0.0,0.0,0,,0,,3,3,Average,False,False
32cea1a5-5839-46e8-a7c5-a6b5400897cb,Restaurant 1163,Philadelphia,AZ,American (New),47.297523,-119.640467,False,2.5,2.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
e48f894e-133e-460e-9ce6-d4a17a7f26a1,Restaurant 1171,Philadelphia,AZ,Pizza,33.064115,-81.343683,False,4.5,4.5,0,0.0,0.0,0,,0,,3,3,Average,False,True
ce0b1f70-0bb1-4c18-9dc2-b5439ef60c1a,Restaurant 1192,Philadelphia,AZ,Italian,45.457343,-72.304641,False,3.0,3.0,0,0.0,0.0,0,,0,,3,3,Average,False,True
8f3321f4-bcde-4288-9cca-b540966b69b3,Restaurant 1206,Philadelphia,AZ,American (New),27.90464,-77.595781,True,4.0,4.0,0,0.0,0.0,0,,0,,4,3,Strong,False,False
64a33811-deac-463c-9e83-7c4bdb422034,Restaurant 1229,Philadelphia,AZ,Seafood,29.023902,-74.931997,False,3.5,3.5,0,0.0,0.0,0,,0,,4,4,Strong,False,True
0170cbd9-ecf2-4ebc-b91b-f0fc4f9389d1,Restaurant 1243,Philadelphia,AZ,Italian,26.947159,-110.140384,True,1.5,1.5,0,0.0,0.0,0,,0,,4,4,Strong,False,False
14430ebb-1169-4de0-b8e3-89c9d39e78b2,Restaurant 1244,Philadelphia,AZ,American (New),44.879225,-118.320653,True,5.0,5.0,0,0.0,0.0,0,,0,,4,4,Strong,False,False
bd1132d2-08c1-494f-bc6f-82a12838881e,Restaurant 1248,Philadelphia,AZ,Seafood,43.866232,-78.705356,False,5.0,5.0,0,0.0,0.0,0,,0,,4,4,Strong,False,True
