business_id,business_name,city,state,primary_cuisine,performance_tier,tier_label,order_month,order_day_of_week,total_orders,delivered_orders,cancelled_orders,fulfillment_rate,on_time_rate,avg_delivery_min,p90_delivery_min,total_gmv_usd,avg_order_value_usd,total_delivery_fees_usd,_is_synthetic_data
16443fd7-b809-4258-82a0-d3f26a944729,Restaurant 87,Philadelphia,AZ,Sushi,1,Low,2023-04-01,Monday,1,1.0,0.0,1.0,0.0,40.0,40.0,33.94,33.94,7.6,True
fc4fcbc8-e42f-4c5b-87e1-4ac14d86a4a5,Restaurant 90,Philadelphia,AZ,Coffee & Tea,1,Low,2024-03-01,Friday,1,1.0,0.0,1.0,1.0,26.0,26.0,43.63,43.63,3.87,True
1520dc80-5566-4e0a-b17c-5fcfc60d991c,Restaurant 97,Philadelphia,AZ,Sushi,1,Low,2022-02-01,Tuesday,1,1.0,0.0,1.0,1.0,28.0,28.0,41.98,41.98,2.36,True
37f2a1e6-67f5-421d-89e0-e3a01465a750,Restaurant 114,Philadelphia,AZ,Burgers,1,Low,2024-02-01,Friday,1,1.0,0.0,1.0,1.0,35.0,35.0,8.0,8.0,1.84,True
f7e16e60-ffdf-49b7-b317-124a64caa172,Restaurant 117,Philadelphia,AZ,Burgers,1,Low,2024-12-01,Monday,1,1.0,0.0,1.0,1.0,15.0,15.0,16.4,16.4,6.35,True
91a13e4c-37fa-4bd8-a05d-5086afc83586,Restaurant 119,Philadelphia,AZ,Thai,1,Low,2023-12-01,Monday,1,1.0,0.0,1.0,1.0,15.0,15.0,17.34,17.34,1.18,True
46865a1b-74e6-494e-bbad-480c599a8de4,Restaurant 125,Philadelphia,AZ,Coffee & Tea,1,Low,2024-03-01,Sunday,1,1.0,0.0,1.0,1.0,24.0,24.0,13.33,13.33,4.75,True
972887eb-5efa-4e42-a7a0-cb0ab25f0026,Restaurant 144,Philadelphia,AZ,Pizza,1,Low,2023-07-01,Monday,1,1.0,0.0,1.0,0.0,55.0,55.0,40.74,40.74,1.61,True
c214b78c-a14f-4770-a416-b47ea798c754,Restaurant 147,Philadelphia,AZ,Pizza,1,Low,2022-12-01,Wednesday,1,1.0,0.0,1.0,1.0,33.0,33.0,37.12,37.12,1.65,True
89cf3c09-cf6c-41d4-b529-f0a2a09d2a85,Restaurant 155,Philadelphia,AZ,Chinese,1,Low,2022-02-01,Tuesday,1,1.0,0.0,1.0,1.0,10.0,10.0,22.7,22.7,1.0,True
e61d2fab-902b-42a0-959b-47d3b1490827,Restaurant 156,Philadelphia,AZ,Chinese,1,Low,2024-08-01,Friday,1,1.0,0.0,1.0,0.0,42.0,42.0,16.34,16.34,6.48,True
705f84f3-dfc4-4043-b406-50f554a7ef2e,Restaurant 160,Philadelphia,AZ,Burgers,1,Low,2023-02-01,Wednesday,1,0.0,1.0,0.0,,,,32.05,32.05,3.73,True
e8b9eabb-d56a-499a-baa9-32c7aa302b84,Restaurant 172,Philadelphia,AZ,Pizza,1,Low,2024-06-01,Friday,1,1.0,0.0,1.0,1.0,10.0,10.0,8.0,8.0,7.67,True
755fb9ed-1fcd-4d30-9d0f-4f41fa9f87ea,Restaurant 175,Philadelphia,AZ,American (New),1,Low,2024-06-01,Friday,1,1.0,0.0,1.0,1.0,19.0,19.0,21.05,21.05,3.27,True
065dc5fd-8dd3-4ed0-a054-a3976b7fb023,Restaurant 182,Philadelphia,AZ,Mexican,1,Low,2022-04-01,Tuesday,1,1.0,0.0,1.0,1.0,22.0,22.0,14.81,14.81,7.4,True
4d2a434a-a9bb-4fb8-b01f-5fe4ae326d57,Restaurant 204,Philadelphia,AZ,Burgers,1,Low,2023-05-01,Wednesday,1,1.0,0.0,1.0,1.0,29.0,29.0,37.0,37.0,1.05,True
a7b8ca5c-13c6-42c0-8068-ea10c88436b4,Restaurant 205,Philadelphia,AZ,Mexican,1,Low,2024-01-01,Thursday,1,1.0,0.0,1.0,0.0,59.0,59.0,57.77,57.77,6.3,True
9f48c66d-495c-4261-8145-50fabc999aa2,Restaurant 226,Philadelphia,AZ,Seafood,1,Low,2024-09-01,Friday,1,1.0,0.0,1.0,1.0,35.0,35.0,27.03,27.03,3.39,True
d62440c3-6480-4c98-9cb8-c6714f1808b2,Restaurant 231,Philadelphia,AZ,Sushi,1,Low,2022-09-01,Friday,1,1.0,0.0,1.0,1.0,28.0,28.0,8.0,8.0,3.27,True
5647ac52-1239-428e-a11f-706dafbd405e,Restaurant 235,Philadelphia,AZ,Thai,1,Low,2023-03-01,Wednesday,1,1.0,0.0,1.0,1.0,31.0,31.0,32.73,32.73,6.99,True
9118ba18-f69f-48f6-9135-9c5cf3d5a515,Restaurant 244,Philadelphia,AZ,American (New),1,Low,2024-12-01,Monday,1,1.0,0.0,1.0,1.0,28.0,28.0,8.0,8.0,5.37,True
4e083304-68b7-466b-83e1-8d5b67967bc0,Restaurant 257,Philadelphia,AZ,American (New),1,Low,2023-07-01,Monday,1,1.0,0.0,1.0,1.0,30.0,30.0,44.32,44.32,1.84,True
079fcc3d-2113-4c2d-97b8-bae65f766873,Restaurant 269,Philadelphia,AZ,Pizza,1,Low,2024-11-01,Monday,1,1.0,0.0,1.0,1.0,24.0,24.0,24.97,24.97,3.91,True
786a7a3f-2749-431e-983b-fdef7724ffb9,Restaurant 292,Philadelphia,AZ,Italian,1,Low,2022-10-01,Wednesday,1,1.0,0.0,1.0,0.0,50.0,50.0,40.45,40.45,1.08,True
1768a42b-6a3e-4789-887d-345d5038a987,Restaurant 305,Philadelphia,AZ,Seafood,1,Low,2023-08-01,Friday,1,1.0,0.0,1.0,0.0,43.0,43.0,8.0,8.0,5.97,True
e410ee9f-6717-409e-a90d-878240431333,Restaurant 311,Philadelphia,AZ,Italian,1,Low,2024-09-01,Wednesday,1,1.0,0.0,1.0,1.0,19.0,19.0,52.7,52.7,4.59,True
4ab75392-4df5-4319-9697-4e9dd70d7d87,Restaurant 320,Philadelphia,AZ,Sushi,1,Low,2024-12-01,Sunday,1,1.0,0.0,1.0,1.0,29.0,29.0,34.64,34.64,4.81,True
626dcbfd-cfa9-498a-b59b-2481288a958c,Restaurant 342,Philadelphia,AZ,Italian,1,Low,2023-07-01,Sunday,1,1.0,0.0,1.0,1.0,29.0,29.0,56.29,56.29,4.07,True
be8b0ae4-f295-4ebb-ac32-9f74fa2c6ae7,Restaurant 355,Philadelphia,AZ,Coffee & Tea,1,Low,2023-05-01,Friday,1,1.0,0.0,1.0,0.0,44.0,44.0,20.7,20.7,4.85,True
b29a272d-fe1c-47ad-8625-bf9600ff2486,Restaurant 358,Philadelphia,AZ,Sushi,1,Low,2023-07-01,Wednesday,1,1.0,0.0,1.0,1.0,43.0,43.0,52.27,52.27,3.83,True
331e5f36-037e-44df-a3bf-55f8282b7d13,Restaurant 361,Philadelphia,AZ,Burgers,1,Low,2022-02-01,Sunday,1,1.0,0.0,1.0,1.0,32.0,32.0,26.06,26.06,4.98,True
fb1b05aa-5b04-4b70-908e-ee87d07e747b,Restaurant 371,Philadelphia,AZ,Chinese,1,Low,2024-05-01,Thursday,1,1.0,0.0,1.0,0.0,43.0,43.0,35.47,35.47,5.35,True
6ca2dd9f-e5bc-4212-ac40-7db6e0cc3f01,Restaurant 398,Philadelphia,AZ,Coffee & Tea,1,Low,2023-04-01,Saturday,1,1.0,0.0,1.0,1.0,18.0,18.0,36.74,36.74,7.72,True
35a4701d-9d43-4dad-8efb-48cf44dacd42,Restaurant 404,Philadelphia,AZ,Thai,2,Below Average,2023-02-01,Saturday,1,1.0,0.0,1.0,0.0,69.0,69.0,22.81,22.81,1.83,True
c758c09e-f198-43af-aba4-fecd75f2035d,Restaurant 408,Philadelphia,AZ,Pizza,2,Below Average,2023-07-01,Thursday,1,1.0,0.0,1.0,1.0,31.0,31.0,8.0,8.0,2.37,True
7aafa5e7-2fca-464b-9972-83ab318b8982,Restaurant 416,Philadelphia,AZ,American (New),2,Below Average,2023-05-01,Friday,1,1.0,0.0,1.0,0.0,33.0,33.0,30.11,30.11,6.93,True
edb869e1-37e8-4ad5-a0cc-7b49499766df,Restaurant 427,Philadelphia,AZ,Italian,2,Below Average,2024-10-01,Thursday,1,0.0,1.0,0.0,,,,8.0,8.0,2.56,True
40593f4c-16b7-4359-9103-4b3f40c1714d,Restaurant 472,Philadelphia,AZ,Seafood,2,Below Average,2022-09-01,Tuesday,1,1.0,0.0,1.0,1.0,21.0,21.0,8.0,8.0,1.64,True
d741d745-a559-4edc-9467-78113c0d7a2a,Restaurant 481,Philadelphia,AZ,Seafood,2,Below Average,2024-05-01,Thursday,1,1.0,0.0,1.0,1.0,41.0,41.0,13.76,13.76,1.54,True
d1fa02d2-4824-4881-b065-68ae0d50f9fc,Restaurant 485,Philadelphia,AZ,American (New),2,Below Average,2024-01-01,Thursday,1,1.0,0.0,1.0,1.0,41.0,41.0,16.15,16.15,2.35,True
11a79323-5a9a-43e9-ad5f-e10f428ff6e2,Restaurant 491,Philadelphia,AZ,Burgers,2,Below Average,2024-11-01,Friday,1,1.0,0.0,1.0,0.0,56.0,56.0,45.0,45.0,3.12,True
c74979df-3ffe-403a-9a29-9a7ede41544a,Restaurant 492,Philadelphia,AZ,Italian,2,Below Average,2022-12-01,Saturday,1,1.0,0.0,1.0,1.0,20.0,20.0,14.3,14.3,2.45,True
c454a0f5-981a-46e1-8ffb-2811b5cb93bd,Restaurant 497,Philadelphia,AZ,Pizza,2,Below Average,2022-10-01,Sunday,1,1.0,0.0,1.0,0.0,54.0,54.0,36.55,36.55,5.75,True
4daaaf46-2989-43e6-a830-320e07f5761a,Restaurant 511,Philadelphia,AZ,Thai,2,Below Average,2022-05-01,Wednesday,1,1.0,0.0,1.0,1.0,25.0,25.0,30.4,30.4,7.94,True
8cec4095-88e1-424b-986e-29528ff880bb,Restaurant 521,Philadelphia,AZ,Italian,2,Below Average,2024-03-01,Thursday,1,1.0,0.0,1.0,0.0,39.0,39.0,42.47,42.47,6.16,True
314c0658-5e3a-4b84-afa1-b2b927e259d1,Restaurant 539,Philadelphia,AZ,Burgers,2,Below Average,2023-05-01,Monday,1,1.0,0.0,1.0,1.0,28.0,28.0,13.12,13.12,3.27,True
93fe5418-bb48-4c0c-ba73-72cc58ebb31b,Restaurant 545,Philadelphia,AZ,Chinese,2,Below Average,2023-01-01,Saturday,1,1.0,0.0,1.0,0.0,55.0,55.0,37.04,37.04,2.24,True
00cf1342-ec8f-4b94-bf38-a1f490f7b5ef,Restaurant 546,Philadelphia,AZ,Thai,2,Below Average,2023-02-01,Friday,1,1.0,0.0,1.0,1.0,33.0,33.0,8.0,8.0,6.09,True
e809694a-afdd-4625-bbb0-7d039c70b94f,Restaurant 556,Philadelphia,AZ,Pizza,2,Below Average,2024-12-01,Thursday,1,1.0,0.0,1.0,1.0,28.0,28.0,21.21,21.21,5.07,True
129c612f-cded-4c63-aa5a-6d93ab8748a0,Restaurant 563,Philadelphia,AZ,Sushi,2,Below Average,2022-08-01,Saturday,1,1.0,0.0,1.0,0.0,42.0,42.0,44.11,44.11,4.16,True
d636c448-8fb6-4a81-981e-e2cd0da74117,Restaurant 572,Philadelphia,AZ,Pizza,2,Below Average,2022-05-01,Saturday,1,1.0,0.0,1.0,1.0,35.0,35.0,32.79,32.79,4.6,True
89448ab9-6c2e-4220-87ec-74be30da6836,Restaurant 583,Philadelphia,AZ,Italian,2,Below Average,2023-11-01,Monday,1,1.0,0.0,1.0,0.0,46.0,46.0,30.16,30.16,3.39,True
58bacc4c-bb18-4de4-86c4-324ce6dfa5b5,Restaurant 633,Philadelphia,AZ,Pizza,2,Below Average,2024-06-01,Saturday,1,1.0,0.0,1.0,1.0,10.0,10.0,41.94,41.94,1.33,True
5406dbde-b7f2-4ccf-b673-37b13d7ca57b,Restaurant 637,Philadelphia,AZ,Burgers,2,Below Average,2023-08-01,Tuesday,1,1.0,0.0,1.0,0.0,54.0,54.0,27.87,27.87,1.66,True
c98e2d4e-6ae8-4bd0-92f9-59e7627569b5,Restaurant 657,Philadelphia,AZ,Coffee & Tea,2,Below Average,2024-11-01,Tuesday,1,1.0,0.0,1.0,0.0,41.0,41.0,10.88,10.88,2.37,True
84181fcb-62e9-4c77-90c0-6330d383ab41,Restaurant 662,Philadelphia,AZ,Chinese,2,Below Average,2023-03-01,Friday,1,1.0,0.0,1.0,1.0,14.0,14.0,40.89,40.89,3.8,True
84f83952-d481-43f7-af27-ae1aab5951af,Restaurant 682,Philadelphia,AZ,Burgers,2,Below Average,2022-07-01,Tuesday,1,1.0,0.0,1.0,1.0,52.0,52.0,8.0,8.0,5.69,True
ed62a955-3f64-4b53-8156-6e46d7e34c36,Restaurant 690,Philadelphia,AZ,Italian,2,Below Average,2024-04-01,Saturday,1,1.0,0.0,1.0,1.0,31.0,31.0,16.0,16.0,7.63,True
cce2abde-a49d-4714-8ef7-423154de3d51,Restaurant 696,Philadelphia,AZ,Pizza,2,Below Average,2023-07-01,Saturday,1,1.0,0.0,1.0,0.0,53.0,53.0,40.09,40.09,4.46,True
a74944e4-3961-4a84-9716-4c116a9f8ff1,Restaurant 697,Philadelphia,AZ,Burgers,2,Below Average,2022-05-01,Wednesday,1,1.0,0.0,1.0,1.0,17.0,17.0,43.1,43.1,2.36,True
e2d6af06-6e6c-4b7b-a265-6c13cd75429f,Restaurant 701,Philadelphia,AZ,Pizza,2,Below Average,2022-03-01,Monday,1,1.0,0.0,1.0,1.0,36.0,36.0,8.0,8.0,4.98,True
12715c0b-2a2f-47bc-8fe4-5a2a47ded7c5,Restaurant 704,Philadelphia,AZ,Pizza,2,Below Average,2023-05-01,Saturday,1,1.0,0.0,1.0,0.0,71.0,71.0,8.0,8.0,4.31,True
51926554-6002-417d-bcae-44d868302d68,Restaurant 712,Philadelphia,AZ,Pizza,2,Below Average,2022-03-01,Wednesday,1,1.0,0.0,1.0,0.0,41.0,41.0,25.71,25.71,4.95,True
fce78aa2-1359-44e4-ac61-2f6e18e9335b,Restaurant 717,Philadelphia,AZ,Chinese,2,Below Average,2023-10-01,Sunday,1,1.0,0.0,1.0,1.0,23.0,23.0,43.23,43.23,6.81,True
9344a4c8-8e8f-4f3f-9fc1-58ddb03f82a8,Restaurant 719,Philadelphia,AZ,Chinese,2,Below Average,2024-07-01,Tuesday,1,1.0,0.0,1.0,0.0,46.0,46.0,15.67,15.67,3.22,True
fbb256e4-0493-4232-9efd-ceb760e3f62e,Restaurant 726,Philadelphia,AZ,Thai,2,Below Average,2023-04-01,Saturday,1,1.0,0.0,1.0,1.0,21.0,21.0,27.74,27.74,3.05,True
d91704fa-48a1-49e1-ba4a-5b0ddbe58d30,Restaurant 756,Philadelphia,AZ,Italian,2,Below Average,2022-03-01,Friday,1,1.0,0.0,1.0,1.0,10.0,10.0,9.77,9.77,3.42,True
d2404a7c-420d-48ea-bbec-bf44d8a6fb5d,Restaurant 767,Philadelphia,AZ,Sushi,2,Below Average,2024-04-01,Monday,1,1.0,0.0,1.0,1.0,37.0,37.0,31.02,31.02,1.24,True
0ae4929d-3b1e-4ce8-90a2-3d01fd182f32,Restaurant 783,Philadelphia,AZ,Coffee & Tea,2,Below Average,2022-06-01,Thursday,1,1.0,0.0,1.0,0.0,45.0,45.0,14.96,14.96,4.15,True
58bc29bb-3f64-45ea-b538-697f54f4a7bf,Restaurant 795,Philadelphia,AZ,Coffee & Tea,2,Below Average,2023-05-01,Saturday,1,1.0,0.0,1.0,0.0,39.0,39.0,43.53,43.53,4.28,True
2255a249-e14f-44d1-951b-e2f6042b41c6,Restaurant 801,Philadelphia,AZ,Seafood,3,Average,2023-03-01,Monday,1,1.0,0.0,1.0,1.0,38.0,38.0,30.92,30.92,2.42,True
acc69e71-ca2d-4613-b80b-61a6ecf464bc,Restaurant 817,Philadelphia,AZ,Italian,3,Average,2024-04-01,Tuesday,1,1.0,0.0,1.0,1.0,34.0,34.0,8.0,8.0,3.63,True
ca6eba6e-1732-47e7-8fb8-05312b9bcabd,Restaurant 821,Philadelphia,AZ,Sushi,3,Average,2022-03-01,Thursday,1,1.0,0.0,1.0,0.0,57.0,57.0,34.68,34.68,5.37,True
b9d2a4f0-10e3-4026-9462-f21c9c08a7f4,Restaurant 826,Philadelphia,AZ,Burgers,3,Average,2022-07-01,Friday,1,1.0,0.0,1.0,0.0,48.0,48.0,25.19,25.19,3.17,True
4da48650-7f7b-4754-97b8-84c85d91cda7,Restaurant 828,Philadelphia,AZ,Burgers,3,Average,2024-11-01,Friday,1,1.0,0.0,1.0,1.0,13.0,13.0,30.55,30.55,7.07,True
a5a9932e-f5ee-4c1e-b9da-61f6f3cb6378,Restaurant 837,Philadelphia,AZ,Thai,3,Average,2024-08-01,Friday,1,1.0,0.0,1.0,1.0,38.0,38.0,49.69,49.69,4.38,True
4dd216c0-4ec4-4f96-9ea7-69112212ec25,Restaurant 852,Philadelphia,AZ,American (New),3,Average,2023-05-01,Tuesday,1,1.0,0.0,1.0,1.0,24.0,24.0,52.58,52.58,5.6,True
7295fd65-f87f-46d0-952b-23e3bad9fab5,Restaurant 859,Philadelphia,AZ,Coffee & Tea,3,Average,2024-04-01,Thursday,1,1.0,0.0,1.0,1.0,29.0,29.0,18.63,18.63,1.06,True
e09717f3-4617-4e4d-92ae-fa3ebaba9429,Restaurant 862,Philadelphia,AZ,American (New),3,Average,2024-05-01,Friday,1,1.0,0.0,1.0,1.0,10.0,10.0,24.98,24.98,4.31,True
6822d6f3-d1a8-4a5d-afd8-c1d43a5890cd,Restaurant 864,Philadelphia,AZ,Coffee & Tea,3,Average,2024-10-01,Monday,1,1.0,0.0,1.0,1.0,16.0,16.0,8.0,8.0,5.58,True
3e358c7a-df9c-42ad-a094-b9d3c0f39b93,Restaurant 874,Philadelphia,AZ,American (New),3,Average,2024-07-01,Saturday,1,1.0,0.0,1.0,1.0,32.0,32.0,21.89,21.89,4.71,True
73bec6d6-827b-492c-9713-1c1a9d59e16e,Restaurant 885,Philadelphia,AZ,Chinese,3,Average,2024-05-01,Tuesday,1,1.0,0.0,1.0,1.0,35.0,35.0,52.0,52.0,7.27,True
acc025e8-c707-4ae0-92db-58ccc57b6918,Restaurant 890,Philadelphia,AZ,Thai,3,Average,2023-11-01,Tuesday,1,1.0,0.0,1.0,1.0,44.0,44.0,22.29,22.29,3.63,True
f1281845-cdeb-46d8-afb5-67de99bdd4ca,Restaurant 901,Philadelphia,AZ,Coffee & Tea,3,Average,2022-01-01,Wednesday,1,1.0,0.0,1.0,1.0,10.0,10.0,29.44,29.44,3.94,True
4a17ffa3-5662-46ce-b7c4-33d96dc6f623,Restaurant 933,Philadelphia,AZ,American (New),3,Average,2022-05-01,Friday,1,1.0,0.0,1.0,1.0,28.0,28.0,28.02,28.02,7.67,True
a926dae7-78fa-477c-b040-bc873b760dc8,Restaurant 950,Philadelphia,AZ,Coffee & Tea,3,Average,2023-08-01,Thursday,1,1.0,0.0,1.0,1.0,14.0,14.0,58.24,58.24,5.39,True
ea3d7242-1e0a-42cd-9ea2-53ade29d6b4e,Restaurant 951,Philadelphia,AZ,Italian,3,Average,2024-10-01,Thursday,1,1.0,0.0,1.0,1.0,10.0,10.0,8.0,8.0,2.31,True
edb41cc5-8f78-4d02-8074-d008f3cb8929,Restaurant 956,Philadelphia,AZ,Sushi,3,Average,2024-09-01,Thursday,1,1.0,0.0,1.0,1.0,38.0,38.0,60.56,60.56,7.89,True
f83916a4-7a55-430b-9626-e699c71be7c0,Restaurant 973,Philadelphia,AZ,Italian,3,Average,2024-10-01,Saturday,1,1.0,0.0,1.0,0.0,54.0,54.0,23.4,23.4,4.29,True
7639f7c7-098c-4d62-b48e-d3880e1270d3,Restaurant 976,Philadelphia,AZ,American (New),3,Average,2022-02-01,Sunday,1,0.0,1.0,0.0,,,,8.0,8.0,6.91,True
c6723b61-5117-41cb-b323-781566595b93,Restaurant 980,Philadelphia,AZ,Seafood,3,Average,2022-06-01,Wednesday,1,1.0,0.0,1.0,0.0,42.0,42.0,8.0,8.0,6.89,True
e1ff6786-efc1-4609-96b8-fc02cee6a4d5,Restaurant 982,Philadelphia,AZ,Pizza,3,Average,2024-03-01,Sunday,1,1.0,0.0,1.0,0.0,59.0,59.0,8.0,8.0,1.41,True
1558d8da-7fba-42eb-9a69-33ad42177f23,Restaurant 1003,Philadelphia,AZ,Thai,3,Average,2023-12-01,Wednesday,1,1.0,0.0,1.0,1.0,37.0,37.0,35.72,35.72,1.01,True
5234d9df-1b99-4690-bdca-66e8a4d70cac,Restaurant 1014,Philadelphia,AZ,Italian,3,Average,2024-02-01,Sunday,1,1.0,0.0,1.0,1.0,31.0,31.0,40.66,40.66,7.07,True
12449516-8eda-4310-b182-e978e0642282,Restaurant 1015,Philadelphia,AZ,Sushi,3,Average,2024-09-01,Saturday,1,1.0,0.0,1.0,1.0,45.0,45.0,8.0,8.0,1.39,True
5d47aff6-b2df-45a3-9057-e3ef8efbb33f,Restaurant 1023,Philadelphia,AZ,Coffee & Tea,3,Average,2023-08-01,Thursday,1,1.0,0.0,1.0,1.0,30.0,30.0,19.45,19.45,2.43,True
e90b0d83-172c-47f1-9398-60a560df0695,Restaurant 1028,Philadelphia,AZ,Chinese,3,Average,2022-07-01,Monday,1,1.0,0.0,1.0,1.0,13.0,13.0,33.16,33.16,3.09,True
a755f275-b94b-4c7f-b233-d6a19817c5f0,Restaurant 1033,Philadelphia,AZ,Thai,3,Average,2023-05-01,Sunday,1,1.0,0.0,1.0,1.0,41.0,41.0,15.99,15.99,5.02,True
f9fb31b0-68aa-46e7-8742-e1a42b9f7cb8,Restaurant 1038,Philadelphia,AZ,Mexican,3,Average,2022-03-01,Saturday,1,1.0,0.0,1.0,0.0,56.0,56.0,33.53,33.53,4.2,True
0f9b21c6-5190-4f06-9934-a9e873cfc151,Restaurant 1050,Philadelphia,AZ,American (New),3,Average,2024-08-01,Tuesday,1,1.0,0.0,1.0,1.0,24.0,24.0,9.76,9.76,6.75,True
dc041d53-60bf-4bcd-b709-69476bdc19cf,Restaurant 1053,Philadelphia,AZ,Sushi,3,Average,2022-09-01,Tuesday,1,1.0,0.0,1.0,1.0,18.0,18.0,45.07,45.07,4.46,True
e984c17e-b842-40fd-9b45-2e858639cbb4,Restaurant 1065,Philadelphia,AZ,Italian,3,Average,2022-07-01,Tuesday,1,1.0,0.0,1.0,1.0,26.0,26.0,31.13,31.13,4.41,True
3c93868a-69be-47e8-a8ad-e55c69cd4fc8,Restaurant 1074,Philadelphia,AZ,Italian,3,Average,2022-10-01,Saturday,1,1.0,0.0,1.0,1.0,20.0,20.0,41.54,41.54,3.9,True
0f02ed56-45bf-4617-ae8e-82fa1821bf61,Restaurant 1076,Philadelphia,AZ,Coffee & Tea,3,Average,2024-05-01,Thursday,1,1.0,0.0,1.0,1.0,10.0,10.0,42.87,42.87,4.33,True
2cf1ec82-2930-4d7e-a2d4-3d3ffc5a5cc1,Restaurant 1084,Philadelphia,AZ,Mexican,3,Average,2023-05-01,Thursday,1,1.0,0.0,1.0,1.0,41.0,41.0,8.0,8.0,3.22,True
25f6ce41-c572-40b2-8684-b76c09fb8cfa,Restaurant 1133,Philadelphia,AZ,Burgers,3,Average,2022-09-01,Saturday,1,0.0,1.0,0.0,,,,16.5,16.5,5.11,True
a4541be4-4160-43c6-865c-3f07de48c842,Restaurant 1147,Philadelphia,AZ,Italian,3,Average,2024-12-01,Monday,1,1.0,0.0,1.0,1.0,32.0,32.0,8.0,8.0,1.47,True
23d4f074-c094-4741-a523-b2fa964b54f9,Restaurant 1150,Philadelphia,AZ,Burgers,3,Average,2022-01-01,Tuesday,1,1.0,0.0,1.0,0.0,62.0,62.0,37.04,37.04,1.18,True
d59c2271-63c8-4ecf-a41b-6a89abb8c9db,Restaurant 1160,Philadelphia,AZ,Pizza,3,Average,2022-09-01,Monday,1,1.0,0.0,1.0,1.0,15.0,15.0,40.8,40.8,5.04,True
32cea1a5-5839-46e8-a7c5-a6b5400897cb,Restaurant 1163,Philadelphia,AZ,American (New),3,Average,2024-04-01,Wednesday,1,1.0,0.0,1.0,1.0,25.0,25.0,21.72,21.72,3.15,True
e48f894e-133e-460e-9ce6-d4a17a7f26a1,Restaurant 1171,Philadelphia,AZ,Pizza,3,Average,2024-10-01,Monday,1,1.0,0.0,1.0,1.0,31.0,31.0,25.85,25.85,1.35,True
ce0b1f70-0bb1-4c18-9dc2-b5439ef60c1a,Restaurant 1192,Philadelphia,AZ,Italian,3,Average,2022-10-01,Monday,1,1.0,0.0,1.0,1.0,37.0,37.0,19.31,19.31,6.78,True
8f3321f4-bcde-4288-9cca-b540966b69b3,Restaurant 1206,Philadelphia,AZ,American (New),4,Strong,2024-09-01,Wednesday,1,1.0,0.0,1.0,0.0,38.0,38.0,10.54,10.54,4.28,True
64a33811-deac-463c-9e83-7c4bdb422034,Restaurant 1229,Philadelphia,AZ,Seafood,4,Strong,2023-09-01,Monday,1,1.0,0.0,1.0,0.0,38.0,38.0,33.6,33.6,1.68,True
