review_id,user_id,business_id,stars,useful,funny,cool,review_date,_ingested_at,_batch_date
4eb67114-afac-4e8d-8a30-16f2d3f8929c,46050d6b-494f-4310-ba03-4a52aa9eeb81,c3bcabc1-7ba1-456e-9228-89ea40153e98,1,1,10,3,2022-03-28,2024-01-01 00:00:00,2024-01-01
be281fa3-d001-4faf-8d3a-b9e40842b6c4,3048e29b-2394-4fc7-bda6-822de4d8598a,4aecf02f-9b92-4c53-afa4-894c91bd5887,1,7,1,6,2023-05-03,2024-01-01 00:00:00,2024-01-01
e24a3454-eac7-4e8e-9744-8000c51e3848,9500b719-5165-48af-8ca5-cc1df197a1b2,a355aed8-ac55-4e68-b182-8c7c40d0f234,3,5,5,5,2020-07-23,2024-01-01 00:00:00,2024-01-01
4f582cca-1eea-4fc6-99b9-1574cf827423,292869f2-62df-49a4-ab00-d4617cd2eeed,b4c320b9-2e83-43f2-a379-c048b29a763e,3,20,1,9,2020-03-05,2024-01-01 00:00:00,2024-01-01
8b83e126-ff61-4568-8f19-46075071d44c,4b9628f6-ea88-4640-b671-36f42ad588b1,f9f9c0af-5ea4-4402-98b2-b32c39f3f107,5,7,2,7,2022-07-24,2024-01-01 00:00:00,2024-01-01
dc3b87b5-e899-43f3-8699-3993f1ccbc4c,9f35d690-d258-47b0-bce9-4f29f7b8e883,61a2cd98-38b4-4937-b752-267694b8ddd5,5,7,10,5,2021-02-16,2024-01-01 00:00:00,2024-01-01
0271579b-ba65-4f26-b67c-870e3bd316e5,64a7ec06-fb6f-4a56-b5be-d345927b48cc,0a87cbd7-da05-4d9e-893e-3d17083fb102,1,7,0,5,2023-09-23,2024-01-01 00:00:00,2024-01-01
452ad277-5a4e-46e5-9e37-ed26cd887957,f45bf931-5b7f-4f83-9ef7-6f43a6c96653,a4e34d9b-0a0d-46a2-9d9e-c7314cb0b44c,1,6,9,5,2021-04-01,2024-01-01 00:00:00,2024-01-01
488dcbca-4461-4b9a-8812-097d36c40fcd,6d1f35ac-c6ad-40ae-b668-9c9c6cd978e7,1c2fd5bb-080f-4561-b29d-68f1d2290128,4,12,10,7,2020-03-11,2024-01-01 00:00:00,2024-01-01
46be90fb-7094-4274-8e3c-f94536bf09e6,defcb704-e7a5-40d0-a1bd-7f9f89de7951,5847e485-edad-42be-8aa8-c1915e7c0a45,2,7,8,8,2019-10-20,2024-01-01 00:00:00,2024-01-01
b082f2ec-97a6-4a1b-b0c4-741a3038edea,7f39faa9-347c-4c95-bfad-3b9846f72c18,ca44b5d3-9aa4-421b-80b7-3be6127a9240,5,13,9,6,2020-06-22,2024-01-01 00:00:00,2024-01-01
3fc1e084-aa7f-47bc-8141-7245814f9857,2fab7e23-6d46-4fb9-b12e-dab860082d20,484edafb-7818-402b-b84e-70c477977155,2,16,7,1,2021-01-11,2024-01-01 00:00:00,2024-01-01
bccdf9c2-032f-4baf-a8ed-f5d511daf415,53544149-a91a-4e64-a48c-de749379f341,ed6c27f0-06b8-4e66-b130-c2c4aa6c9376,1,4,10,2,2023-03-28,2024-01-01 00:00:00,2024-01-01
3287b194-a662-4a07-ad2a-0cb0f7379ad1,8dd3d01b-1640-41f3-8472-19eef64be4f9,af768449-2096-4f00-b3a0-2f104c7c0182,4,19,1,6,2023-06-11,2024-01-01 00:00:00,2024-01-01
345a3a9f-9cb6-474a-9934-0999d0afc9d3,45284335-770f-40a4-9271-562c5eb35a4f,e165c6ad-0881-461f-a326-0bedc06fdac0,4,16,4,8,2021-02-20,2024-01-01 00:00:00,2024-01-01
773d14f3-0f59-490b-8a95-03cb21a05038,196b486b-2337-4255-80f0-bef1789888b1,44e549c9-2fe5-44df-8804-9d88f6092512,1,3,10,8,2023-10-29,2024-01-01 00:00:00,2024-01-01
527dda3d-2018-4539-92cd-8c88e06cf5a3,d2a26923-840b-492c-8f83-31ad0e3bc82e,1f459003-3d70-4f02-af53-834af6494977,3,3,4,6,2023-03-18,2024-01-01 00:00:00,2024-01-01
bee41691-128b-4b4b-bc29-6a3abf97f5e6,a1fa7ec0-9dff-48e2-99c6-00c2059e2978,a355aed8-ac55-4e68-b182-8c7c40d0f234,1,8,8,2,2019-11-20,2024-01-01 00:00:00,2024-01-01
9228470c-ba5e-45d0-addd-d87c5e6b97f0,04de2d56-debf-46b6-8609-dab84fe58b09,c0d8692a-0e8c-43dc-9470-88c60fa6f487,1,20,4,10,2021-11-05,2024-01-01 00:00:00,2024-01-01
856f932e-37b2-4466-aff8-a816289c9cc3,b14e780c-f11a-46b6-abf4-326fcd580fe3,20638f24-6025-4e48-9b32-1dd2a6b435bf,2,4,5,2,2021-11-05,2024-01-01 00:00:00,2024-01-01
c57ab7db-c5d2-45f9-a029-d4673978a406,dff42585-6c7b-4ba9-8964-4198ed3d7bea,21c859a2-d57a-446d-9b51-1adcab539d9d,5,0,9,5,2022-01-09,2024-01-01 00:00:00,2024-01-01
22cee9da-3d0f-4979-8205-cd8cff44699d,2b8061f5-c903-4ae2-941c-ee99c7bed2af,00303e3b-745c-48cf-aa72-16d7c1db1a7d,1,11,4,3,2021-09-27,2024-01-01 00:00:00,2024-01-01
bfd6240d-e686-495a-8a0c-6f1686fb5b3d,c284f559-44fa-4b37-9682-de24dc407657,3dcb9969-4b73-4926-aa46-2c48ba947fc0,5,2,1,7,2019-04-29,2024-01-01 00:00:00,2024-01-01
cfd197de-c166-4a3e-9b36-8ded99beaf9d,319a4670-d0cc-4a85-85ab-bac843a8e3f9,9bddb06a-1019-4e75-a10a-17b93e8b5b42,5,4,2,10,2023-07-30,2024-01-01 00:00:00,2024-01-01
46600326-81b3-4e82-ad8e-107568bd778c,b0519743-264a-4587-b95c-7669e6c6417f,8f10bb43-2edd-452d-9b02-bc94aef8d31e,5,5,4,8,2021-08-31,2024-01-01 00:00:00,2024-01-01
023707b3-3bbe-44ef-b034-827ff6829d55,54aaafed-0a10-4369-8b9d-ecc789b6242a,ffaccd1e-794d-4d92-bbaf-a9d8ff556c88,4,6,8,3,2023-11-22,2024-01-01 00:00:00,2024-01-01
a27a973e-eb3a-4c85-b851-64a8bb546a09,0cbcf709-8365-40c1-a5df-f4f0a577e25d,117d3262-7947-4f82-b666-c1ac287f8bdc,4,20,5,7,2022-12-31,2024-01-01 00:00:00,2024-01-01
f6a5bd78-82de-41e7-a21a-72a39b4329fd,4c8a7060-b426-44dc-9ae1-517d65f290d5,615ffa91-48ae-4b3a-a7a9-5ee15361893e,1,7,3,1,2021-11-25,2024-01-01 00:00:00,2024-01-01
5124776c-7797-4905-bf48-55a622c5fa58,b91778a8-88b5-498d-89e0-4bef1347ef12,cde40d91-3c13-4642-9f5d-491c6ab20139,5,17,3,9,2020-11-23,2024-01-01 00:00:00,2024-01-01
3bf1f688-5eba-4b65-8417-8f0f30221097,36acd488-6636-497d-929a-297506602bb1,60a84bb9-9c76-4b64-ab1d-16dd31b94625,1,20,0,3,2020-03-27,2024-01-01 00:00:00,2024-01-01
cb992f6e-5ddd-4c6b-b416-f73b5b133d82,5b73f8a3-7fbf-4c8b-b4e1-a49cf59dc8f0,c4d743a7-12c3-4b69-89ad-b1b4abbd5c4f,1,10,1,8,2019-05-19,2024-01-01 00:00:00,2024-01-01
eb423629-bb66-4638-b1d9-082f75054219,51aad38a-7a0c-4c7f-bcc5-790e35730a14,82bb5172-cd94-4a25-aca8-42681ed0ca0e,4,6,8,2,2020-05-02,2024-01-01 00:00:00,2024-01-01
044e6e41-9d80-4504-9ac3-7c6bd7410bc2,07d3d28d-51e4-432f-9f00-87dc4cd1ea45,23a41a82-aaeb-4cbc-a3da-56c530260b62,5,18,7,3,2023-01-21,2024-01-01 00:00:00,2024-01-01
1d61abc0-264b-4fa9-b424-e7b0a51f49e2,c2f05cba-55f2-4189-a97d-28672bc41e15,cb22d79c-9cd7-4ebe-a15a-6a9c3fb34123,4,6,1,1,2023-05-26,2024-01-01 00:00:00,2024-01-01
78da5423-bf2c-43ca-9ef0-f627d40a7526,563733b3-957f-4272-b07b-8711be6d645b,c987c1d4-4420-48d0-87bf-7d5332046300,3,13,6,7,2022-09-11,2024-01-01 00:00:00,2024-01-01
f1fef187-eec1-47b0-97cc-db0799a607fa,f9b8b4d1-35f5-485a-a306-d276797d3454,fb196124-3f62-4741-8b92-6d48e5001c61,1,20,10,1,2023-11-05,2024-01-01 00:00:00,2024-01-01
9876915e-519c-4880-af7a-70d1e93e1cee,9ae6b30a-97f9-4968-b248-0b52e4e14044,58d36a37-67ff-4d9b-9eaa-516f9e053ead,3,3,3,3,2019-05-05,2024-01-01 00:00:00,2024-01-01
8b9ebe5c-68bb-448a-bc0d-6a6e5a0edd40,b572304c-6e81-4610-b8fb-9a31b4dd0711,f3e3ebe3-029a-424d-8e46-d1cabd507128,4,4,6,2,2020-01-25,2024-01-01 00:00:00,2024-01-01
91916a79-9e85-488a-af20-a4eb155df32a,d01da2c9-5679-4a3d-99a0-f2c0842945c3,07e5b557-841f-4555-ae9d-a926caafb32a,2,2,7,8,2020-07-24,2024-01-01 00:00:00,2024-01-01
18470f8f-9cfd-434e-8ebc-48a54f1bec28,8380da3b-5281-4f87-80cd-dc621948c8c5,1d4ae20a-50eb-4da3-af0e-e64abeb8ab75,5,0,1,3,2019-07-20,2024-01-01 00:00:00,2024-01-01
c86dcb53-70c8-4ec2-bcd0-6c652ef40c8b,64bfc7d4-b9c8-4a59-9739-4a8a02e16121,630f6ee2-4357-4798-b435-386ea8a00d80,4,15,3,6,2019-12-07,2024-01-01 00:00:00,2024-01-01
77fcb038-c95c-43b5-8e02-cd4b0a464e27,6c1f6289-9e5c-4bed-9535-a43fc0a66a39,f71d9c1a-d831-4d37-ad50-2080459fea83,4,0,6,4,2019-05-01,2024-01-01 00:00:00,2024-01-01
aeb0fb78-b1ef-4d8f-b320-8c2aba19a612,acd4d827-f4ae-4d98-b0d0-df7bd8e95636,3ae4c331-afe9-42f6-86e0-16b66d7c48bf,4,9,6,8,2023-05-25,2024-01-01 00:00:00,2024-01-01
722e5007-cd5f-4155-ac94-81e3392951d0,940d90f8-f239-46a3-8f9a-fa1a220bbdce,2b55163c-c8c3-4a9f-ad5a-0948e83fe97e,4,4,3,4,2022-09-17,2024-01-01 00:00:00,2024-01-01
642f6d7f-db55-4dc7-a247-bc31f1a9df45,0784bdd2-efd3-4b66-899b-4b0996008390,06469e1b-9c8d-4e4e-9c14-e69b211f5475,1,18,8,0,2020-03-21,2024-01-01 00:00:00,2024-01-01
cbc848e1-4d0d-438b-af08-34eeb1643a18,14f6d8ef-a25f-4034-b004-9dad33530226,9668a015-446f-49b9-b39f-2b220770f90d,1,1,9,7,2023-03-12,2024-01-01 00:00:00,2024-01-01
d269acf7-1166-49d0-9824-f9ba7dddf44b,88492519-a2fc-4079-b4de-751660b4c28e,0fe86db3-0ef9-46f3-bdd2-e7a9cee1eaf2,5,5,0,8,2021-10-26,2024-01-01 00:00:00,2024-01-01
872b9c98-56b5-413d-8fa1-7f0cdd833843,198216ee-0ebd-4d60-83c2-6f4b93f2ee2b,cd8c1d7c-c3a1-48d0-8535-5c9fa5f5a58a,2,2,9,1,2019-06-14,2024-01-01 00:00:00,2024-01-01
cfe4031d-7d47-40d2-8c06-c622e055b8eb,432c05f5-de30-47e4-9f4e-b298f7ac3ee8,b5bbac0d-38cb-48df-bf1e-ac8a70a044b5,2,12,1,9,2022-10-14,2024-01-01 00:00:00,2024-01-01
69b2a6b4-1da4-48e5-a0f7-c9303dbf9a13,a0bc2f63-67b6-451e-992a-18e9babb7d33,cf5db57e-78c6-4a9b-ae4d-b7d4a3365697,5,1,9,1,2020-05-19,2024-01-01 00:00:00,2024-01-01
929bf77a-5723-4f42-8772-6ce94e9399dd,a749abae-9e9d-491b-b8c6-0e8424c44f48,be7267ea-8018-4b14-ba5c-cfcb66781462,5,18,8,5,2021-05-08,2024-01-01 00:00:00,2024-01-01
6f4bea02-b382-40f9-8f2d-183dbd3d1105,351ec864-67be-4002-982b-2032a50970c7,d78182ff-6287-47fb-a6a1-c86862779c6a,3,7,4,6,2020-06-18,2024-01-01 00:00:00,2024-01-01
fd854fb1-f480-4a31-ba5d-6fca18092001,af5e3346-aec0-4091-a9e9-fe324188ee51,b4c320b9-2e83-43f2-a379-c048b29a763e,3,14,5,1,2019-09-26,2024-01-01 00:00:00,2024-01-01
c564968c-eb90-447d-b9c7-eb5e52f2fc0c,8767068a-a149-4bfd-aa19-0d802fd95de8,2f72de34-0cd3-4c9c-ba81-55c9916a9bbf,5,18,1,1,2019-01-20,2024-01-01 00:00:00,2024-01-01
170eac57-745d-4cef-8570-3d6a967f2eb6,842b833b-a568-4126-bc48-5c03ec5677bc,dab8a10a-7ff5-4eac-b5c5-81b48cd49bd1,5,8,2,5,2022-01-06,2024-01-01 00:00:00,2024-01-01
6256ceab-89d3-4538-bf8d-03b4198a25ae,5e044149-6799-42ea-a868-314c9a6634bc,4de6c7f0-1541-4146-ba6c-4b5813098f5e,2,11,4,2,2019-05-21,2024-01-01 00:00:00,2024-01-01
d8e50966-88cf-4ff8-9c4b-367336bf857d,fca11e57-b015-480b-a82c-3d01f7e62b8d,5e2507d0-04bf-414b-9bf2-382051d882bd,5,9,9,10,2021-06-16,2024-01-01 00:00:00,2024-01-01
cf250b37-9f7d-4b86-8237-3aa1ada74415,f50922d1-98aa-41d6-b887-1d58a0124a2c,896872e5-c3d0-4f6e-89c7-414710662765,5,9,10,1,2021-12-19,2024-01-01 00:00:00,2024-01-01
af8b58a1-6eac-4b9d-a897-4abc05a9f176,a9bd6da2-eee6-4bfc-85e4-123da41926c4,e4b2d4dd-f0bf-4bc7-9aad-ea4f57989680,3,3,1,8,2023-12-04,2024-01-01 00:00:00,2024-01-01
82aafcef-8980-4cc9-9cf0-1d285b6a209f,0a1b5280-6892-4f15-a6d5-3e12cbb10cf5,e3277bbf-6082-43b9-9df3-9183185ff074,3,19,3,5,2019-11-15,2024-01-01 00:00:00,2024-01-01
8a7d5708-5ab5-4299-aaff-bb99aff66f6a,8130c477-9f64-4236-88c2-ba752ac601eb,fa9d2712-59b1-4861-9cdc-4344e649a21a,3,16,7,4,2020-02-21,2024-01-01 00:00:00,2024-01-01
818609d3-1afc-4d3b-82be-6a9cb5ee97e2,d2148d79-6299-484c-b8f3-d783bf70d77d,d39003ff-20ab-4c47-80e5-78bac10aa506,1,20,6,4,2023-09-29,2024-01-01 00:00:00,2024-01-01
5278be01-48f6-45fd-be10-1389db740ef4,38c42c4c-d751-4d62-9c70-dd82c2efa9dd,1cc9d468-4898-4575-9b28-0d959c1aa2eb,3,4,10,4,2019-04-01,2024-01-01 00:00:00,2024-01-01
af9d4137-a8b9-498c-bc06-83583182cef8,016bd09e-82d9-49a9-b182-d188fd5dbdcf,5eef5951-d005-4984-b47a-d06c66199451,4,17,6,8,2019-11-27,2024-01-01 00:00:00,2024-01-01
33c30ef4-42f8-431e-860b-a623374f5dfb,8ad9e004-d904-4d0d-ac79-26b146f15a0f,161be690-7ffa-4141-bc81-80d10145e673,1,4,8,0,2019-01-20,2024-01-01 00:00:00,2024-01-01
5602642a-4960-4107-b026-c536c176eb19,ce22fec6-1f9e-47ed-83c2-579bdce4afc5,018c7220-47ac-4839-a4d7-f8d59199bd91,5,17,2,6,2023-09-06,2024-01-01 00:00:00,2024-01-01
6df98bce-affa-41ae-ae7c-efb1016387ab,3b485885-387d-4252-8374-78e55de6e7ef,8c9c9dbe-e89c-4845-932b-7aff6ac30a0a,3,11,0,5,2019-09-19,2024-01-01 00:00:00,2024-01-01
f0bb1be7-3b11-4a3f-a492-0c84b8aee0f6,f444b203-9ac5-4599-854c-f03a83d973e5,143f33fe-1773-4762-ba69-036c875909eb,2,3,5,8,2020-03-06,2024-01-01 00:00:00,2024-01-01
c3ceb183-81a2-4e7c-af56-c3a5d0c75301,57bdb746-e763-4651-9bbb-1f5d28f02cbb,630f6ee2-4357-4798-b435-386ea8a00d80,5,4,3,2,2023-11-27,2024-01-01 00:00:00,2024-01-01
46f440fb-ad4e-401a-9d74-eca610bab447,dc9adc18-050a-4917-970b-fda9a9ba8c17,6c39ea13-ac4e-4ce2-84a6-5801fdce5481,2,13,0,2,2023-06-27,2024-01-01 00:00:00,2024-01-01
e896bce9-fd19-4bab-88bd-ba56b7d6808f,11cfabf9-f546-4c4e-83bd-6a9df7835f63,beb98874-b0ac-48c3-bde8-08fcd607299b,3,13,10,3,2023-02-17,2024-01-01 00:00:00,2024-01-01
5e44ec40-5dc1-4968-9ae8-8a968170ff5b,39420fcf-3c03-40db-88c6-8120806ed631,046f62a1-a2f7-406e-8c45-b4bab6917922,1,12,0,7,2020-06-30,2024-01-01 00:00:00,2024-01-01
d062b3db-f860-4ca3-9daa-456663504a4d,5995fd88-b13e-41a0-ae02-3f8afa2b546e,cb54cd85-0380-4ca9-a739-eee1dc503a51,4,11,4,3,2020-03-31,2024-01-01 00:00:00,2024-01-01
10f98dfd-be51-4c48-b63b-04a628201829,99863dc1-706e-4518-85ef-89e0bc2599bc,0f6883be-4fc4-4ae2-9de6-f9e7f47bca68,2,12,5,4,2020-04-01,2024-01-01 00:00:00,2024-01-01
6938b4b9-bf41-4872-a55e-87f7f8120e9a,21a37fb5-fb94-42ea-921f-fc892ac9191c,9bddb06a-1019-4e75-a10a-17b93e8b5b42,3,11,10,8,2023-11-06,2024-01-01 00:00:00,2024-01-01
0979fa80-7112-4e44-9225-b3459a2efc44,34c60ae6-071e-4b76-8046-b5b7564cb9ee,ada0d30b-858f-4ee4-b2c9-3e053d4df7ef,5,10,0,1,2021-03-29,2024-01-01 00:00:00,2024-01-01
8e2c5d7f-6edb-4a88-bf91-98f78466da9d,15e0c886-83ed-4731-b38c-d1faeb8d91ad,b11e4077-bcfa-4850-b6d2-e2d7fbe51752,3,5,9,4,2023-12-02,2024-01-01 00:00:00,2024-01-01
90fb1936-009e-4d61-96cc-fe9ea1389c53,07467921-b95f-4a3c-a288-baf744d13361,75b7337f-e116-4636-ac36-fe61ed885b30,5,13,5,5,2019-03-20,2024-01-01 00:00:00,2024-01-01
4780f429-1834-4952-ad7a-804c541917b6,22fb06c6-f296-4406-8803-46d23ac0169e,ffaccd1e-794d-4d92-bbaf-a9d8ff556c88,5,3,6,9,2021-06-12,2024-01-01 00:00:00,2024-01-01
855a5e90-ec9c-4820-9193-1646282be32a,07a4a44e-c4a7-49b7-a10c-e68ec7885e8a,17f17fc6-d728-4173-a47c-4726931b69e7,1,13,0,8,2020-01-25,2024-01-01 00:00:00,2024-01-01
03fae2e1-33b8-4019-b046-9b69242bd2dc,e0f93410-c607-4896-928a-17bfe6729323,8c513b87-d0dd-423d-81b8-0c75905258f3,2,11,6,1,2023-07-10,2024-01-01 00:00:00,2024-01-01
169e33a2-b4e1-483b-9f7e-ae02ba2212c2,bdf326b5-1108-45cf-bd4d-0eb6bddb69e1,dc497c55-2855-4a13-8405-ca80712ec6f2,3,19,5,10,2022-09-22,2024-01-01 00:00:00,2024-01-01
925eaca6-3690-4075-bdeb-ce1c824ebaf2,628e21fa-dacf-462e-9df7-cf836a852c26,3ae9f732-b116-4e20-82d6-791f4680f3da,3,16,4,10,2023-10-03,2024-01-01 00:00:00,2024-01-01
b4da0960-7ad4-4551-bf5e-f8e55b5d679c,aa945a01-32bc-4126-a6b6-bdefd9870d4d,6683db8b-bf0e-4904-a49d-c15c6cda38c7,4,9,8,2,2021-04-16,2024-01-01 00:00:00,2024-01-01
0bc9226f-4322-4ca2-9acf-ac843866b973,3b09adc1-b2fd-45c2-9cfd-08daa7921559,5a485394-3184-41d9-948f-13c4ac0472c2,4,5,9,9,2020-01-28,2024-01-01 00:00:00,2024-01-01
6c26f464-f30f-46c3-8d0e-a157033c4781,1d4fd638-5b8b-409e-866b-577596cfbe9d,d38f3cd2-cd63-4045-82c5-930ec1485b40,5,0,4,4,2020-09-08,2024-01-01 00:00:00,2024-01-01
a68a7d7d-bdb1-43dc-8e22-adf70ef1173e,a18adb72-21b0-4a82-89ba-763e2a162dfe,c987c1d4-4420-48d0-87bf-7d5332046300,5,19,10,5,2020-03-06,2024-01-01 00:00:00,2024-01-01
a1558e3b-6934-41a1-8a6f-41901f8b1414,4086b6d8-af8d-402c-86e5-7b0f6a8d4d50,79e07125-98dd-4dab-8735-fdcccd09bf62,4,6,8,7,2021-08-10,2024-01-01 00:00:00,2024-01-01
95d3d3a9-d08a-40ad-9a1d-199b8b7b1d38,f3708232-4e42-49b6-9b27-0045403d6538,571c636f-7a4a-4ac6-a7c6-d247fedb83c2,2,2,4,8,2023-06-14,2024-01-01 00:00:00,2024-01-01
6a58f370-a64b-404d-ab8f-eff3865a48e1,c79bab95-d058-4857-ac94-e928c18ec540,08846e86-3d8e-4c3e-af1b-1665cf209d9f,5,10,1,3,2022-09-21,2024-01-01 00:00:00,2024-01-01
c2be6598-98b0-44d9-8988-71260f390334,b305f838-ef51-4ee8-b47b-6506d745a692,0fcf7399-8fe6-439c-977f-6e8fde3da99b,2,6,2,0,2022-10-09,2024-01-01 00:00:00,2024-01-01
0f5a8fce-139d-42d4-882b-dc2d1d252832,d8cc292e-cce3-4494-934c-a51dace6b1c4,0ad16284-7dad-469c-81c6-08e7988e4581,4,19,1,7,2019-04-05,2024-01-01 00:00:00,2024-01-01
f8c3d679-d6a7-40dc-b69a-c51f0d261daa,6da19f2e-9349-4b65-a9fd-db817b480765,2cec8b9d-688b-4f35-9994-67758a1c216d,5,6,6,7,2021-04-28,2024-01-01 00:00:00,2024-01-01
7a448e27-5883-4811-9f07-e3bf35eec464,865d8a7a-90eb-4065-9073-7a3a5d676742,7202611c-9b89-4c04-b67a-ffc76837fecb,2,20,0,1,2021-03-29,2024-01-01 00:00:00,2024-01-01
b5ae9eac-3760-4152-8373-bd86cee5f976,529ac170-a42a-4b8f-b802-3fc463dc68d6,a53c3d45-a019-4f33-b39c-30fbbce4ad38,2,5,8,7,2023-05-14,2024-01-01 00:00:00,2024-01-01
4ddd38e7-ae13-491f-9e5f-2a7debfef566,daa09647-a3be-4257-b119-5169dc15a366,d200bcbf-2a8f-48d4-9253-7997795d92cf,2,3,7,2,2019-04-13,2024-01-01 00:00:00,2024-01-01
7a3de9d0-80d9-4500-8293-50b708bfd063,2099e4b9-3a28-4da4-9b43-9833ca5f1f85,81b66fee-e764-4208-8777-f3ce1e86f1c7,5,17,9,5,2023-06-30,2024-01-01 00:00:00,2024-01-01
0519bd36-4240-457f-b792-5afbcdf86c5e,2fffb325-41fa-4ae7-a701-91e16330ac6e,32e2f2ae-8d59-43ef-b972-bc85f1e3effa,4,19,8,6,2023-03-27,2024-01-01 00:00:00,2024-01-01
a0e64d13-29f6-436b-a5e7-073ea0b969b8,acf8ea34-d077-4222-bfde-d48b4d87e9da,ab0a08c8-179f-4998-b48d-1f792d033ed8,5,14,2,7,2023-08-29,2024-01-01 00:00:00,2024-01-01
ad0628cf-b1ce-4bcb-935a-2043e2c4a1a2,66369dc5-399c-4f26-b195-9d5b5f232b16,185e7502-135f-4aa2-aac7-26d0f0eed2cc,2,20,4,8,2021-07-10,2024-01-01 00:00:00,2024-01-01
abc8dbd1-3c4d-4ed5-9ac1-1cc78315a22b,cd880903-cd27-480e-8e0c-c511bdf7c72f,e6b82e62-5bc6-4d33-9de6-4ca3413eba00,2,8,7,1,2021-09-19,2024-01-01 00:00:00,2024-01-01
fb30afb0-1798-463a-8bdf-c9d2483f5031,ae271ca3-105e-4987-834d-8a8fd6d29608,54ffe43a-ee72-49cf-9b9e-5ced527f8632,2,8,5,5,2023-01-01,2024-01-01 00:00:00,2024-01-01
f1d65411-feb0-4485-bf3d-6ab024ffe80a,af19594c-4163-474e-a839-04d286a2fb98,974e368f-0337-4cb7-bfea-024151bc4b40,2,4,3,6,2022-01-11,2024-01-01 00:00:00,2024-01-01
6c8e4816-76f8-49a8-ae37-4c8b0b0caed4,ebbb3584-7f83-4bf2-af76-15aa950be348,6fee9276-03aa-45b9-b02e-e08ea008b870,2,2,6,6,2022-11-22,2024-01-01 00:00:00,2024-01-01
e536859a-c9bc-475f-b47a-9812c9492f7c,18823163-2023-4e24-9919-0b42cdcdf3bd,c29f8478-8036-4162-99ea-0f8aa0bcf424,4,13,0,3,2020-11-08,2024-01-01 00:00:00,2024-01-01
5b68da4c-6a13-48c7-a775-b1ac51699c78,6e3557ae-828a-4d16-bef4-6c449b6fa5ac,5a485394-3184-41d9-948f-13c4ac0472c2,4,18,0,9,2023-09-02,2024-01-01 00:00:00,2024-01-01
12297835-5b13-48ff-90ab-d4d4701ace14,ca9ed1f1-ce78-45e7-b073-cdab54becef3,a8c37e51-9852-4670-bd66-3bea5c508b16,1,11,4,6,2021-02-18,2024-01-01 00:00:00,2024-01-01
e9fda60c-ff0b-4b68-8bdd-ba9ad4037e6b,ed23c8a1-11b8-4660-9acf-f5be9c265664,32e2f2ae-8d59-43ef-b972-bc85f1e3effa,4,17,8,9,2023-10-14,2024-01-01 00:00:00,2024-01-01
5cd9ba59-3954-448f-b145-54a27d6a9115,1f3ecd3b-a640-4fc8-9008-a3b25c154395,10ed932c-9d7e-4b52-8acc-3d5ebb7ab0fa,2,8,6,7,2020-03-27,2024-01-01 00:00:00,2024-01-01
