business_id,checkin_at,_ingested_at,_batch_date
32e2f2ae-8d59-43ef-b972-bc85f1e3effa,2020-09-20 18:47:00,2024-01-01 00:00:00,2024-01-01
c29f8478-8036-4162-99ea-0f8aa0bcf424,2022-03-15 05:41:00,2024-01-01 00:00:00,2024-01-01
951a9f55-1058-4bd9-954d-043e088ec276,2020-10-04 01:34:00,2024-01-01 00:00:00,2024-01-01
ed6c27f0-06b8-4e66-b130-c2c4aa6c9376,2019-02-27 09:24:00,2024-01-01 00:00:00,2024-01-01
03c38c1c-2a9b-4019-8797-1e0364c618d7,2020-01-21 17:03:00,2024-01-01 00:00:00,2024-01-01
030feb28-36e3-4593-8d5c-c8d42af61ec0,2023-08-15 21:55:00,2024-01-01 00:00:00,2024-01-01
951a9f55-1058-4bd9-954d-043e088ec276,2021-06-07 16:33:00,2024-01-01 00:00:00,2024-01-01
685a72a1-81ff-4c14-8ef4-776b03c7ecc5,2023-10-06 16:23:00,2024-01-01 00:00:00,2024-01-01
6fce7ef5-ee43-4bdb-90de-d63a0361ff25,2022-10-26 01:58:00,2024-01-01 00:00:00,2024-01-01
1ceb73a6-47a3-4dd2-adbc-d51def354a7c,2020-03-15 14:11:00,2024-01-01 00:00:00,2024-01-01
edea4b5f-3f5d-4314-8bf0-a86d0b8effc6,2020-03-29 10:04:00,2024-01-01 00:00:00,2024-01-01
d78182ff-6287-47fb-a6a1-c86862779c6a,2023-01-02 15:13:00,2024-01-01 00:00:00,2024-01-01
60b418d4-86d2-4132-9bc5-6ca7e221f7f0,2022-03-15 19:00:00,2024-01-01 00:00:00,2024-01-01
ea89fd49-731f-4da8-969b-bc2a6c8bea84,2019-04-03 12:13:00,2024-01-01 00:00:00,2024-01-01
dbf64d39-3c3e-4365-8718-51e7b760c8e7,2022-11-12 09:00:00,2024-01-01 00:00:00,2024-01-01
519bfb38-3676-4d96-9ab2-edb60603b77e,2020-05-07 10:11:00,2024-01-01 00:00:00,2024-01-01
177efbbb-6b14-4d57-98ee-ea47870b1dbb,2021-03-09 07:23:00,2024-01-01 00:00:00,2024-01-01
335d903c-2372-4e99-b9c5-172e53c7182e,2023-09-12 01:09:00,2024-01-01 00:00:00,2024-01-01
7c370196-e467-4102-be70-deb73cbca2c3,2019-10-18 07:39:00,2024-01-01 00:00:00,2024-01-01
185e7502-135f-4aa2-aac7-26d0f0eed2cc,2022-10-01 13:43:00,2024-01-01 00:00:00,2024-01-01
15126595-ddb9-4291-9946-5b29f8108d8f,2022-03-14 20:19:00,2024-01-01 00:00:00,2024-01-01
399f88ee-c3c2-4945-853e-1941dee550ef,2020-02-24 20:47:00,2024-01-01 00:00:00,2024-01-01
9d2b2485-e78c-466a-bb21-b72d1ffd405a,2020-07-12 22:00:00,2024-01-01 00:00:00,2024-01-01
ce0b6f95-c730-496a-a07a-8384d42befb9,2021-05-01 13:24:00,2024-01-01 00:00:00,2024-01-01
17276d3c-a5c5-44c4-bcd9-8fb9341a88ca,2020-07-23 06:52:00,2024-01-01 00:00:00,2024-01-01
10ed932c-9d7e-4b52-8acc-3d5ebb7ab0fa,2023-05-15 08:38:00,2024-01-01 00:00:00,2024-01-01
e6b82e62-5bc6-4d33-9de6-4ca3413eba00,2019-01-22 22:25:00,2024-01-01 00:00:00,2024-01-01
358cf9ef-9b97-4dc4-aabf-ea7e18ec3c24,2019-03-27 14:08:00,2024-01-01 00:00:00,2024-01-01
c47863ba-9eea-4d54-a20f-a8151df391ab,2022-09-19 07:04:00,2024-01-01 00:00:00,2024-01-01
4b860dbb-3b9b-4e1f-8986-5f12d4f67aae,2022-07-29 03:10:00,2024-01-01 00:00:00,2024-01-01
d80fe7d5-83ae-4413-8c4a-0e4285fd0bfe,2023-06-09 02:11:00,2024-01-01 00:00:00,2024-01-01
6683db8b-bf0e-4904-a49d-c15c6cda38c7,2022-01-04 05:47:00,2024-01-01 00:00:00,2024-01-01
6dda7226-673e-4822-b3ad-d1bc40f0d79d,2020-06-09 21:45:00,2024-01-01 00:00:00,2024-01-01
25295a76-1bd6-42b7-baa3-0a9ef6b4ccc2,2022-11-24 09:34:00,2024-01-01 00:00:00,2024-01-01
8d6971cf-dae1-46db-836a-9e040806a36c,2020-08-09 18:16:00,2024-01-01 00:00:00,2024-01-01
d250a920-f9be-4677-86a3-8a72838f9886,2019-08-11 03:25:00,2024-01-01 00:00:00,2024-01-01
2cec8b9d-688b-4f35-9994-67758a1c216d,2023-08-13 06:05:00,2024-01-01 00:00:00,2024-01-01
bb6ecc9c-2824-4092-8115-75fd5579d8e0,2022-02-10 15:12:00,2024-01-01 00:00:00,2024-01-01
cbc1347d-0223-4fb6-b55a-c3b440586060,2019-09-18 01:30:00,2024-01-01 00:00:00,2024-01-01
75b7337f-e116-4636-ac36-fe61ed885b30,2021-09-07 03:14:00,2024-01-01 00:00:00,2024-01-01
5e2507d0-04bf-414b-9bf2-382051d882bd,2019-03-19 12:11:00,2024-01-01 00:00:00,2024-01-01
33a8bae8-defe-45ee-bc55-acac9865843c,2019-06-21 22:51:00,2024-01-01 00:00:00,2024-01-01
3dcb9969-4b73-4926-aa46-2c48ba947fc0,2019-05-19 13:39:00,2024-01-01 00:00:00,2024-01-01
b3673644-b02d-4f35-a2aa-0344feca4972,2021-01-29 23:09:00,2024-01-01 00:00:00,2024-01-01
e165c6ad-0881-461f-a326-0bedc06fdac0,2021-06-24 01:42:00,2024-01-01 00:00:00,2024-01-01
98ecac3b-17cd-418d-b996-6a44293cb0cf,2021-10-28 06:49:00,2024-01-01 00:00:00,2024-01-01
72af3421-4c21-454c-ae33-5b876b8ee2d8,2020-03-06 10:02:00,2024-01-01 00:00:00,2024-01-01
b175f2f8-ff61-4186-8f41-8390e8baa39d,2022-03-10 04:21:00,2024-01-01 00:00:00,2024-01-01
437c8e55-9887-4067-ad65-c7077711951c,2023-10-27 08:58:00,2024-01-01 00:00:00,2024-01-01
5a6399b6-bf5d-4464-97b1-d84976ec3f9b,2019-12-26 14:12:00,2024-01-01 00:00:00,2024-01-01
75fee327-128d-4947-922c-48768321bb81,2022-08-12 12:24:00,2024-01-01 00:00:00,2024-01-01
8f10bb43-2edd-452d-9b02-bc94aef8d31e,2019-11-10 09:32:00,2024-01-01 00:00:00,2024-01-01
4122fce1-1d01-4333-93d2-7682b5ab383f,2019-05-11 05:40:00,2024-01-01 00:00:00,2024-01-01
b4518080-60ea-4798-86bc-d3b1ae7c352b,2020-02-03 21:46:00,2024-01-01 00:00:00,2024-01-01
0f6883be-4fc4-4ae2-9de6-f9e7f47bca68,2021-06-17 14:04:00,2024-01-01 00:00:00,2024-01-01
0ad16284-7dad-469c-81c6-08e7988e4581,2023-09-24 19:33:00,2024-01-01 00:00:00,2024-01-01
d200bcbf-2a8f-48d4-9253-7997795d92cf,2020-08-12 05:09:00,2024-01-01 00:00:00,2024-01-01
b3a57685-0ec6-4f4f-aff5-8f1dac0cdd0a,2022-01-25 10:03:00,2024-01-01 00:00:00,2024-01-01
c9bf95b9-b0ae-4dc9-91af-c64e1f637bdf,2019-08-17 02:26:00,2024-01-01 00:00:00,2024-01-01
0fe62ad4-3335-466e-b454-54daa2898258,2021-11-26 00:39:00,2024-01-01 00:00:00,2024-01-01
0288a5fb-a2e3-472e-b132-4e10784bc88a,2023-01-15 23:59:00,2024-01-01 00:00:00,2024-01-01
018c7220-47ac-4839-a4d7-f8d59199bd91,2020-10-20 01:09:00,2024-01-01 00:00:00,2024-01-01
c9bf95b9-b0ae-4dc9-91af-c64e1f637bdf,2019-08-01 07:00:00,2024-01-01 00:00:00,2024-01-01
1cc9d468-4898-4575-9b28-0d959c1aa2eb,2021-02-19 18:03:00,2024-01-01 00:00:00,2024-01-01
9cd072bf-530a-47fc-8e8f-2f08787a39bb,2023-07-25 18:07:00,2024-01-01 00:00:00,2024-01-01
04723e3e-62de-4c60-8482-d3c5544ef0d5,2023-10-22 20:02:00,2024-01-01 00:00:00,2024-01-01
f0d033e3-4694-4cfb-9d77-489eed62b354,2022-02-28 02:01:00,2024-01-01 00:00:00,2024-01-01
ce0b6f95-c730-496a-a07a-8384d42befb9,2022-08-21 15:59:00,2024-01-01 00:00:00,2024-01-01
bd2d0caf-ea73-48cb-b440-8e605014b711,2022-03-16 12:18:00,2024-01-01 00:00:00,2024-01-01
44444b0d-5b0a-407c-a8be-8eef20b13052,2022-11-05 12:28:00,2024-01-01 00:00:00,2024-01-01
2db30c78-fe47-4ff9-85ab-6216a35a122f,2023-03-13 21:31:00,2024-01-01 00:00:00,2024-01-01
310e7f81-9fe3-4296-ac03-e8d76f6c10ac,2022-06-08 11:40:00,2024-01-01 00:00:00,2024-01-01
13ef26fb-028c-4b96-bd33-23545fd49368,2021-07-20 04:29:00,2024-01-01 00:00:00,2024-01-01
4de6c7f0-1541-4146-ba6c-4b5813098f5e,2022-01-03 11:14:00,2024-01-01 00:00:00,2024-01-01
54ffe43a-ee72-49cf-9b9e-5ced527f8632,2019-10-23 20:46:00,2024-01-01 00:00:00,2024-01-01
b3a57685-0ec6-4f4f-aff5-8f1dac0cdd0a,2019-12-24 12:16:00,2024-01-01 00:00:00,2024-01-01
7d452a25-98d5-4e93-91d0-c5173fe7ba0b,2019-11-25 23:01:00,2024-01-01 00:00:00,2024-01-01
22396224-bed7-4623-aa8e-286ce43cea68,2021-06-03 09:09:00,2024-01-01 00:00:00,2024-01-01
2e4e0d6e-9e7c-4a8a-929d-e5a748af17d4,2019-03-29 13:45:00,2024-01-01 00:00:00,2024-01-01
d06afe8f-b00f-4b3d-951b-dfc4f57cbee5,2022-01-13 07:25:00,2024-01-01 00:00:00,2024-01-01
62638dba-59a8-4de4-b3df-06501e2a7309,2019-09-14 20:22:00,2024-01-01 00:00:00,2024-01-01
44e549c9-2fe5-44df-8804-9d88f6092512,2020-03-02 12:26:00,2024-01-01 00:00:00,2024-01-01
2e4e0d6e-9e7c-4a8a-929d-e5a748af17d4,2021-05-05 23:28:00,2024-01-01 00:00:00,2024-01-01
2cca2c71-8879-4dd7-8c3e-2a9d62eba8e8,2021-06-28 12:29:00,2024-01-01 00:00:00,2024-01-01
f3aecb8f-f8b9-406a-82a5-1f464e1c4e63,2021-01-14 10:42:00,2024-01-01 00:00:00,2024-01-01
e4b2d4dd-f0bf-4bc7-9aad-ea4f57989680,2021-03-27 23:33:00,2024-01-01 00:00:00,2024-01-01
0ad16284-7dad-469c-81c6-08e7988e4581,2020-02-26 06:45:00,2024-01-01 00:00:00,2024-01-01
cddb1832-8422-4468-ad72-0b4a782f2278,2020-01-27 06:55:00,2024-01-01 00:00:00,2024-01-01
519bfb38-3676-4d96-9ab2-edb60603b77e,2023-02-02 19:23:00,2024-01-01 00:00:00,2024-01-01
4f6d1a01-7440-40a4-991d-9896724ec71c,2021-08-06 13:23:00,2024-01-01 00:00:00,2024-01-01
2dd3fe93-4eb9-4533-a2c0-6041b3aefc7d,2022-08-11 06:25:00,2024-01-01 00:00:00,2024-01-01
66784518-e5fa-42c4-83ff-8b12e93c6b3d,2019-10-17 03:34:00,2024-01-01 00:00:00,2024-01-01
615ffa91-48ae-4b3a-a7a9-5ee15361893e,2022-08-28 09:57:00,2024-01-01 00:00:00,2024-01-01
6dda7226-673e-4822-b3ad-d1bc40f0d79d,2023-09-02 19:26:00,2024-01-01 00:00:00,2024-01-01
cb54cd85-0380-4ca9-a739-eee1dc503a51,2019-04-15 06:21:00,2024-01-01 00:00:00,2024-01-01
5203a9a4-29dc-4a72-a571-35129e619f51,2022-02-03 05:42:00,2024-01-01 00:00:00,2024-01-01
4ad46ba6-0e0d-4a9f-99a0-daaf42573169,2021-02-26 16:27:00,2024-01-01 00:00:00,2024-01-01
44e549c9-2fe5-44df-8804-9d88f6092512,2020-01-05 14:01:00,2024-01-01 00:00:00,2024-01-01
3ffe091e-8a7c-4e2c-8e0d-90ed8faf148f,2022-11-22 12:36:00,2024-01-01 00:00:00,2024-01-01
fa1d0eea-c721-4047-9738-8c67a6a0bccd,2022-09-28 08:47:00,2024-01-01 00:00:00,2024-01-01
15b7b416-1e58-4228-96a9-59f3e18a3ef8,2022-10-25 04:41:00,2024-01-01 00:00:00,2024-01-01
34e5977a-f47b-49db-b67b-fe24062b184d,2021-04-03 06:09:00,2024-01-01 00:00:00,2024-01-01
8cb65eeb-d4f0-47a4-b38a-f045fe0506da,2021-04-22 14:15:00,2024-01-01 00:00:00,2024-01-01
951a9f55-1058-4bd9-954d-043e088ec276,2023-11-13 04:48:00,2024-01-01 00:00:00,2024-01-01
17803607-22cb-4c44-924d-744803b07c79,2021-09-23 19:59:00,2024-01-01 00:00:00,2024-01-01
2f7e88e4-152b-43bf-93f3-dbe2106bdc84,2023-04-13 16:47:00,2024-01-01 00:00:00,2024-01-01
f480b76b-76bc-484f-8d2c-955d43244901,2022-07-10 01:43:00,2024-01-01 00:00:00,2024-01-01
45d7ea24-c950-49db-a864-e2d30c0d5168,2019-07-18 02:05:00,2024-01-01 00:00:00,2024-01-01
896872e5-c3d0-4f6e-89c7-414710662765,2019-02-13 01:21:00,2024-01-01 00:00:00,2024-01-01
4da46ed5-9d9c-480d-aa47-7d43bc9c09fb,2023-10-13 10:59:00,2024-01-01 00:00:00,2024-01-01
d789c5f0-4cf4-40e0-a85f-a2b3f0cfc46a,2020-12-31 23:09:00,2024-01-01 00:00:00,2024-01-01
2dd3fe93-4eb9-4533-a2c0-6041b3aefc7d,2020-03-12 02:23:00,2024-01-01 00:00:00,2024-01-01
0be28c25-0327-4f80-8046-0eaeb54d8a11,2022-06-30 10:37:00,2024-01-01 00:00:00,2024-01-01
55f0a218-16b9-4fe7-9689-7a69abe78aed,2023-08-24 15:21:00,2024-01-01 00:00:00,2024-01-01
c60084f3-f963-4262-b773-fd8f12808239,2022-12-11 09:19:00,2024-01-01 00:00:00,2024-01-01
26a8ea3c-d6d3-417b-b4e9-4ad78e3d2c43,2019-07-27 17:10:00,2024-01-01 00:00:00,2024-01-01
0306d001-3725-47dd-93af-046c8d337d2f,2019-11-08 13:07:00,2024-01-01 00:00:00,2024-01-01
c46055ff-a101-4e7c-b06d-5750fe2694b1,2021-12-26 19:26:00,2024-01-01 00:00:00,2024-01-01
dfaaba4e-0c3f-4aef-8f0b-a42d7ee6570b,2019-11-21 17:40:00,2024-01-01 00:00:00,2024-01-01
52e4d0f2-f61f-47b1-90f9-cfa43836e7eb,2021-08-19 08:44:00,2024-01-01 00:00:00,2024-01-01
56d05cdd-aebf-42cf-9763-29dc7ba6640e,2023-10-03 07:07:00,2024-01-01 00:00:00,2024-01-01
8f10bb43-2edd-452d-9b02-bc94aef8d31e,2022-09-21 04:58:00,2024-01-01 00:00:00,2024-01-01
c5b60773-230d-452a-a448-54789e68efc7,2021-06-30 01:08:00,2024-01-01 00:00:00,2024-01-01
cb22d79c-9cd7-4ebe-a15a-6a9c3fb34123,2021-02-19 12:30:00,2024-01-01 00:00:00,2024-01-01
98ecac3b-17cd-418d-b996-6a44293cb0cf,2019-12-16 00:37:00,2024-01-01 00:00:00,2024-01-01
9c9aa69d-90bb-4475-b683-682dd56bdb25,2022-11-10 11:59:00,2024-01-01 00:00:00,2024-01-01
bf8c7d28-d8c1-496a-b37a-aa3a224942d3,2021-06-22 18:11:00,2024-01-01 00:00:00,2024-01-01
fa9b92d0-1ba3-4b48-9147-edcc511ecf01,2021-07-05 00:31:00,2024-01-01 00:00:00,2024-01-01
88ae4cc4-c859-41bb-b115-0a8c07730e75,2022-10-07 11:56:00,2024-01-01 00:00:00,2024-01-01
ea4d27d0-037c-4927-900f-4f755cec1ab2,2020-11-26 11:04:00,2024-01-01 00:00:00,2024-01-01
d30e8550-6c98-4111-9929-897b013e7490,2019-12-29 19:19:00,2024-01-01 00:00:00,2024-01-01
2a87e792-c7aa-4e6a-9a14-66a9007da535,2022-10-19 04:07:00,2024-01-01 00:00:00,2024-01-01
b593d8ce-bfc5-49d2-b748-7f420e2ce0e0,2023-06-08 21:12:00,2024-01-01 00:00:00,2024-01-01
315b8757-9504-4390-b0fc-071c5fca4539,2022-07-22 09:45:00,2024-01-01 00:00:00,2024-01-01
4d6f0375-b4c8-472f-961b-9d4ab77cf9d0,2023-06-12 02:22:00,2024-01-01 00:00:00,2024-01-01
f9817dda-1be4-4164-98b5-454572022baa,2022-05-19 15:01:00,2024-01-01 00:00:00,2024-01-01
32e2f2ae-8d59-43ef-b972-bc85f1e3effa,2022-06-27 18:26:00,2024-01-01 00:00:00,2024-01-01
c2a105a4-8173-4003-8b19-f4ab166c39ed,2019-12-13 08:12:00,2024-01-01 00:00:00,2024-01-01
834586db-c5c8-4589-bab4-39c974547035,2021-11-17 16:57:00,2024-01-01 00:00:00,2024-01-01
d80fe7d5-83ae-4413-8c4a-0e4285fd0bfe,2019-02-18 10:57:00,2024-01-01 00:00:00,2024-01-01
d39003ff-20ab-4c47-80e5-78bac10aa506,2019-12-08 20:15:00,2024-01-01 00:00:00,2024-01-01
0762ea53-2381-4782-a60c-891142c4b1e7,2022-12-05 08:28:00,2024-01-01 00:00:00,2024-01-01
f3aecb8f-f8b9-406a-82a5-1f464e1c4e63,2021-06-05 01:17:00,2024-01-01 00:00:00,2024-01-01
b5d28e31-5851-4a1f-99b1-3cd87c68ee07,2023-03-16 21:29:00,2024-01-01 00:00:00,2024-01-01
974e368f-0337-4cb7-bfea-024151bc4b40,2022-09-12 10:35:00,2024-01-01 00:00:00,2024-01-01
cdd01a01-fe8b-40d4-b2a3-c0e0207a3a1f,2019-03-06 19:00:00,2024-01-01 00:00:00,2024-01-01
694d5a62-55fa-4bbb-abc3-bc467341d8d3,2023-02-13 00:19:00,2024-01-01 00:00:00,2024-01-01
cb54cd85-0380-4ca9-a739-eee1dc503a51,2021-02-18 15:24:00,2024-01-01 00:00:00,2024-01-01
e642b2cf-beb5-4842-8a40-ff302c3dea85,2021-03-06 22:43:00,2024-01-01 00:00:00,2024-01-01
358cf9ef-9b97-4dc4-aabf-ea7e18ec3c24,2020-07-07 12:21:00,2024-01-01 00:00:00,2024-01-01
79a52758-a803-4d40-af99-b6f10fb759af,2021-01-21 16:54:00,2024-01-01 00:00:00,2024-01-01
a53c3d45-a019-4f33-b39c-30fbbce4ad38,2023-05-25 13:45:00,2024-01-01 00:00:00,2024-01-01
fe8bb556-5df3-47c7-899d-9940e9d02faa,2020-12-01 11:46:00,2024-01-01 00:00:00,2024-01-01
2346b719-adb0-49bc-a14e-4407cf1a3a9f,2020-06-19 06:31:00,2024-01-01 00:00:00,2024-01-01
1f459003-3d70-4f02-af53-834af6494977,2020-07-30 02:58:00,2024-01-01 00:00:00,2024-01-01
0fe86db3-0ef9-46f3-bdd2-e7a9cee1eaf2,2021-07-10 21:05:00,2024-01-01 00:00:00,2024-01-01
b16811c6-e37d-4e74-b5f5-a459d02da012,2023-07-08 10:55:00,2024-01-01 00:00:00,2024-01-01
3c329c0f-2222-4c83-931c-9f5f9b6d80a1,2021-11-08 03:01:00,2024-01-01 00:00:00,2024-01-01
b886de27-d776-421d-9e18-d1314e27c111,2023-07-19 03:15:00,2024-01-01 00:00:00,2024-01-01
667d37a6-10e6-407e-a874-e77d875ba1f9,2019-06-02 11:04:00,2024-01-01 00:00:00,2024-01-01
28bb2c40-3d13-41a8-8b00-f3b3855cfc8f,2019-11-12 07:49:00,2024-01-01 00:00:00,2024-01-01
8fa9fce9-f7f3-4b38-9843-15643dc064d4,2019-06-28 02:00:00,2024-01-01 00:00:00,2024-01-01
80ea4b1f-ac5d-4950-a3b0-0c2e9adf5140,2023-01-20 23:51:00,2024-01-01 00:00:00,2024-01-01
a8c25bcf-82b8-4319-b1e5-589272d55207,2020-11-29 19:04:00,2024-01-01 00:00:00,2024-01-01
b6cb65d6-dc7d-406e-ad55-6d07d36e2845,2019-11-16 20:55:00,2024-01-01 00:00:00,2024-01-01
b0a0d89b-80c6-4f3c-bafb-164caad0d852,2021-08-01 10:50:00,2024-01-01 00:00:00,2024-01-01
2b023759-5dc3-4917-8cbb-194bcec4bc52,2022-09-23 19:07:00,2024-01-01 00:00:00,2024-01-01
4f91f983-e901-4362-835d-b5d846345052,2019-04-26 04:12:00,2024-01-01 00:00:00,2024-01-01
0d881a76-5b77-46a0-b263-b852fb91039c,2023-03-08 02:11:00,2024-01-01 00:00:00,2024-01-01
2b55163c-c8c3-4a9f-ad5a-0948e83fe97e,2019-07-07 02:00:00,2024-01-01 00:00:00,2024-01-01
79a33a0e-8539-49c7-86a5-5a9f4cc6b6da,2021-06-05 21:14:00,2024-01-01 00:00:00,2024-01-01
1d4ae20a-50eb-4da3-af0e-e64abeb8ab75,2020-03-06 22:05:00,2024-01-01 00:00:00,2024-01-01
315b8757-9504-4390-b0fc-071c5fca4539,2021-03-03 20:33:00,2024-01-01 00:00:00,2024-01-01
fa0c82c7-6c7a-4683-9364-4dae45bfa07e,2020-01-30 06:45:00,2024-01-01 00:00:00,2024-01-01
f5b4dc98-7753-440c-be2a-728e530730d0,2021-10-11 22:11:00,2024-01-01 00:00:00,2024-01-01
99efa319-16a0-466f-9da7-67892c533f4e,2021-08-18 23:43:00,2024-01-01 00:00:00,2024-01-01
8fa9fce9-f7f3-4b38-9843-15643dc064d4,2022-04-27 01:28:00,2024-01-01 00:00:00,2024-01-01
739a8dc0-12af-4987-bee4-bf7d353d0719,2020-01-14 00:05:00,2024-01-01 00:00:00,2024-01-01
f9b92ba0-683f-4413-aca6-0f09926c345c,2019-12-27 06:16:00,2024-01-01 00:00:00,2024-01-01
7c4a0338-8dcb-4de5-b189-da33fbef11d0,2019-10-22 17:36:00,2024-01-01 00:00:00,2024-01-01
52e4d0f2-f61f-47b1-90f9-cfa43836e7eb,2020-01-23 03:44:00,2024-01-01 00:00:00,2024-01-01
6ce1957d-1e25-47e8-967f-4d011eab306b,2023-04-09 06:11:00,2024-01-01 00:00:00,2024-01-01
315b8757-9504-4390-b0fc-071c5fca4539,2023-10-04 07:10:00,2024-01-01 00:00:00,2024-01-01
f5f963ec-8a77-4223-9b3c-0fddd61cdc78,2021-03-19 18:18:00,2024-01-01 00:00:00,2024-01-01
026515ac-4bbe-49a3-a1ec-e618af37f455,2022-05-16 16:40:00,2024-01-01 00:00:00,2024-01-01
45404c8c-fd4f-4d15-903b-91b5c05b0375,2020-08-07 13:16:00,2024-01-01 00:00:00,2024-01-01
47d943aa-5d75-4e6e-8867-4efa9c390aaa,2023-08-16 23:15:00,2024-01-01 00:00:00,2024-01-01
60a84bb9-9c76-4b64-ab1d-16dd31b94625,2021-12-22 20:56:00,2024-01-01 00:00:00,2024-01-01
310e7f81-9fe3-4296-ac03-e8d76f6c10ac,2022-10-31 09:48:00,2024-01-01 00:00:00,2024-01-01
6b506c1b-f282-49ec-91e0-7af6d616ed5b,2019-11-27 01:04:00,2024-01-01 00:00:00,2024-01-01
47d943aa-5d75-4e6e-8867-4efa9c390aaa,2021-10-08 23:03:00,2024-01-01 00:00:00,2024-01-01
4d99c5c8-5bae-49f8-b001-1b9bc6a9e592,2022-06-23 13:05:00,2024-01-01 00:00:00,2024-01-01
54c56d27-12b3-41fc-858b-e92641bf13e1,2022-10-12 22:28:00,2024-01-01 00:00:00,2024-01-01
a40a848a-55c3-4609-ac67-467bfab77ed1,2019-01-25 21:05:00,2024-01-01 00:00:00,2024-01-01
9033db67-1d5a-4c89-9cd7-589bb022a6ee,2020-10-14 11:44:00,2024-01-01 00:00:00,2024-01-01
ffaccd1e-794d-4d92-bbaf-a9d8ff556c88,2022-10-26 21:04:00,2024-01-01 00:00:00,2024-01-01
d9fb499b-f185-4c70-b731-30f5aed515b8,2022-03-11 23:53:00,2024-01-01 00:00:00,2024-01-01
ecb0ecd4-6a07-4b65-bcb6-38a6b3e6f4c5,2020-10-15 11:47:00,2024-01-01 00:00:00,2024-01-01
13ef26fb-028c-4b96-bd33-23545fd49368,2023-07-19 11:31:00,2024-01-01 00:00:00,2024-01-01
33a8bae8-defe-45ee-bc55-acac9865843c,2020-09-06 15:20:00,2024-01-01 00:00:00,2024-01-01
a40a848a-55c3-4609-ac67-467bfab77ed1,2022-01-23 06:14:00,2024-01-01 00:00:00,2024-01-01
f9f9c0af-5ea4-4402-98b2-b32c39f3f107,2022-04-17 01:44:00,2024-01-01 00:00:00,2024-01-01
9d2b2485-e78c-466a-bb21-b72d1ffd405a,2020-12-23 14:56:00,2024-01-01 00:00:00,2024-01-01
cdb86f12-47ce-4900-b3d0-7a1c71066282,2021-08-03 12:29:00,2024-01-01 00:00:00,2024-01-01
86e0ac77-a519-4936-bcb8-a02a31099e7b,2023-11-15 14:28:00,2024-01-01 00:00:00,2024-01-01
7fe05f0b-325e-4e03-9683-1584ee95d892,2019-11-09 23:48:00,2024-01-01 00:00:00,2024-01-01
d99f29a1-fbfd-4641-9f25-3cddfc9e6f64,2021-02-28 00:55:00,2024-01-01 00:00:00,2024-01-01
17578591-6f2f-4ce8-ad20-b56a113288b2,2019-10-13 10:24:00,2024-01-01 00:00:00,2024-01-01
b0a0d89b-80c6-4f3c-bafb-164caad0d852,2023-11-18 04:25:00,2024-01-01 00:00:00,2024-01-01
b175f2f8-ff61-4186-8f41-8390e8baa39d,2021-01-18 13:50:00,2024-01-01 00:00:00,2024-01-01
aaac741f-a52f-4733-a964-8c86c6d69c6d,2023-08-02 05:09:00,2024-01-01 00:00:00,2024-01-01
8f10bb43-2edd-452d-9b02-bc94aef8d31e,2022-04-29 05:13:00,2024-01-01 00:00:00,2024-01-01
8819d9f7-a96c-49ba-b6d3-97e15ed72dbb,2019-07-14 12:30:00,2024-01-01 00:00:00,2024-01-01
