business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,_ingested_at,_batch_date
1c80a463-faab-45d4-aedb-ec971fe99b2d,Restaurant 21,614 Main St,Philadelphia,IL,19287,36.825591,-109.68375,4.5,1756,True,"Seafood, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
d1b7b24b-4641-450e-b4e8-47092e175290,Restaurant 22,9540 Main St,Philadelphia,AZ,41850,43.046247,-80.587665,2.5,773,True,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
79689f2a-6fa6-40d4-95ef-4f0e683e5f10,Restaurant 23,5904 Main St,Philadelphia,OH,63883,35.741567,-84.900828,1.5,497,False,"Chinese, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
5099fcfd-f316-438f-8ac1-7e344eacd601,Restaurant 24,1890 Main St,Philadelphia,NY,35112,29.374805,-100.326255,4.0,1504,False,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
0f8068cb-ccda-4381-ae97-2ce9c278a2fa,Restaurant 25,4192 Main St,Philadelphia,CA,68082,43.584512,-77.921821,1.5,415,True,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
a66d96f1-d8ca-4ee3-ac4d-98c292faa20e,Restaurant 26,3972 Main St,Philadelphia,TX,63269,36.169746,-113.243899,4.0,481,True,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
a5dc9144-4605-4d6e-90b6-450da3437d16,Restaurant 27,135 Main St,Philadelphia,OH,44760,46.309916,-81.817885,3.0,3466,False,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
aff2a139-3654-4967-8aab-24cf791bdd24,Restaurant 28,3211 Main St,Philadelphia,FL,38534,47.280315,-93.145084,5.0,500,False,"Pizza, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
3aea0012-3268-4722-825e-e7a5931f3062,Restaurant 29,921 Main St,Philadelphia,CO,72493,36.565559,-78.100406,2.0,466,True,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
cf671ce1-4d9d-4ad4-9b0c-170bb03226d0,Restaurant 30,1222 Main St,Philadelphia,CO,18907,40.529889,-112.063786,1.5,4667,True,"Seafood, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
a12a64a0-f929-4bcf-9556-30726ff78f01,Restaurant 31,9840 Main St,Philadelphia,PA,91183,26.885618,-88.844476,5.0,2592,False,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
6cdafd24-501f-4baf-a2a0-b25d10ed29d8,Restaurant 32,5247 Main St,Philadelphia,NY,44814,34.103074,-88.057038,3.0,3746,False,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
bfacd035-2b61-4720-b818-81c84d141a1a,Restaurant 33,252 Main St,Philadelphia,AZ,91416,47.964452,-70.214695,1.5,4405,True,"American (New), Restaurants, Food",2024-01-01 00:00:00,2024-01-01
d45c8cec-fe1f-4a5c-a776-a3acf6dc6b7c,Restaurant 34,4445 Main St,Philadelphia,TX,55745,45.259876,-76.640137,3.5,2335,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
85fbfadb-f753-46f4-9d64-14dcf96bbb65,Restaurant 35,9000 Main St,Philadelphia,FL,90173,47.628626,-80.609503,5.0,65,False,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
c97938a0-c6c2-4526-863f-5708c0e5b5db,Restaurant 36,2300 Main St,Philadelphia,FL,25129,45.463392,-84.167082,2.0,2232,False,"Seafood, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
506dc2e9-bd0e-44b1-942e-6ac94eefce10,Restaurant 37,3550 Main St,Philadelphia,IL,36685,40.812434,-78.089795,5.0,4003,False,"Pizza, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
1f073c53-ef32-4629-b0b7-ef431ef2e441,Restaurant 38,1612 Main St,Philadelphia,OH,46265,26.013996,-106.65439,2.0,2146,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
be3ee977-fb43-46ab-85cf-50e51ffbf460,Restaurant 39,9138 Main St,Philadelphia,OH,83519,25.222403,-120.861588,2.0,4470,True,"Chinese, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
c5155494-1f0c-4cb4-9ae8-2a99e76be59d,Restaurant 40,9643 Main St,Philadelphia,WA,29410,34.885094,-122.699413,3.5,327,False,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
acb27707-dec1-4205-940c-67a243f47518,Restaurant 41,4188 Main St,Philadelphia,CA,56357,42.942674,-76.372591,4.0,1267,True,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
1e2d819e-3804-4a56-a578-6a30f8a0e9ce,Restaurant 42,3000 Main St,Philadelphia,OH,13248,29.125295,-74.153199,4.0,2033,False,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
8c2f26c7-c38c-4952-a4a0-a41e067b51bc,Restaurant 43,1871 Main St,Philadelphia,OH,15075,44.747645,-112.766146,4.5,2865,False,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
1830cd91-8c93-4567-a279-6c4c2b4a89c6,Restaurant 44,3752 Main St,Philadelphia,PA,96511,29.441985,-106.945593,1.5,2287,False,"American (New), Restaurants, Food",2024-01-01 00:00:00,2024-01-01
fc0bf660-1263-415b-8c01-4eec481ceb16,Restaurant 45,6648 Main St,Philadelphia,WA,53404,46.602454,-118.656204,3.0,1463,False,"Pizza, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
7a1f1470-e03a-49e0-b9d6-14c2d47a2f6e,Restaurant 46,1876 Main St,Philadelphia,CO,66959,32.950804,-81.74645,4.0,4967,True,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
d97c5d40-0d71-4df7-88db-6df30563b36a,Restaurant 47,9546 Main St,Philadelphia,NY,43386,26.02089,-101.016837,5.0,4411,True,"Chinese, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
36a4b8e6-8dfa-4ea6-998e-4632d8191290,Restaurant 48,7166 Main St,Philadelphia,CA,97062,46.17773,-90.726452,1.5,2461,False,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
d12493d2-3ec9-477e-982b-59b95212805e,Restaurant 49,5444 Main St,Philadelphia,OH,48752,37.751487,-114.448795,4.0,1426,False,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
5dcc6439-cd1c-401f-9974-86f991d72621,Restaurant 50,9077 Main St,Philadelphia,PA,49829,31.599015,-101.356152,3.5,3810,False,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
db216414-7217-4143-a349-3f6300808c8f,Restaurant 51,3601 Main St,Philadelphia,WA,72021,43.255914,-72.20924,2.0,695,False,"American (New), Restaurants, Food",2024-01-01 00:00:00,2024-01-01
71ac5587-65ed-4077-98ec-776972e2fc59,Restaurant 52,5591 Main St,Philadelphia,CA,40784,40.4743,-112.644763,2.5,1208,True,"Pizza, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
8419c858-5083-44dd-9d2f-0fbb91600c64,Restaurant 53,4111 Main St,Philadelphia,AZ,90120,44.543967,-120.994447,4.0,4716,True,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
2ea09749-aaf2-4489-a19b-2842c91bfcab,Restaurant 54,8199 Main St,Philadelphia,OH,41979,28.394141,-87.180767,1.5,3483,True,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
77cec5eb-981c-4dad-833f-7d9890102f9d,Restaurant 55,8586 Main St,Philadelphia,AZ,16582,37.820333,-74.539149,1.5,3740,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
cd00e585-075e-40f4-a32f-7d010f628718,Restaurant 56,8802 Main St,Philadelphia,WA,88047,32.297853,-83.461249,4.5,4136,False,"American (New), Restaurants, Food",2024-01-01 00:00:00,2024-01-01
64b671ba-cb01-4b19-a612-d805d5315392,Restaurant 57,7405 Main St,Philadelphia,TX,72216,35.351604,-83.652277,3.0,4271,False,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
aab54cce-bd91-4d6c-941d-dfffc8108b7d,Restaurant 58,4599 Main St,Philadelphia,AZ,20155,41.411532,-112.102853,3.5,2620,True,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
5a375f5d-0922-4c68-b1fb-60663f29dbc0,Restaurant 59,2571 Main St,Philadelphia,NY,60205,40.960846,-86.146947,1.5,3399,False,"Chinese, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
c53ec9c4-3f6d-45d9-bbc2-96629c14acb8,Restaurant 60,8990 Main St,Philadelphia,AZ,64496,26.432111,-79.190986,4.0,4785,True,"Seafood, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
a0b2da34-5c89-44c7-8d79-afa148010c89,Restaurant 61,6332 Main St,Philadelphia,AZ,10772,46.683058,-108.576304,4.0,3433,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
31b5190f-45b2-4e06-bed3-a05a02397769,Restaurant 62,3695 Main St,Philadelphia,FL,67125,36.169766,-103.612854,4.0,1353,False,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
379f6bc5-5e9b-4e65-af45-d6afd1cd2b81,Restaurant 63,8851 Main St,Philadelphia,PA,61645,38.613534,-88.535013,1.5,3512,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
9b1766f3-af44-4549-a91b-790b437497af,Restaurant 64,3077 Main St,Philadelphia,PA,44099,33.719389,-113.358684,3.5,2765,False,"Italian, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
2d93e075-4b1e-46ab-a9a4-f72edb669bb8,Restaurant 65,7006 Main St,Philadelphia,FL,20735,35.817057,-83.803666,1.0,2867,True,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
24a3c021-5dd9-47b2-a7ca-54a3ebdbd59d,Restaurant 66,759 Main St,Philadelphia,PA,42411,29.585296,-123.879099,2.0,1955,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
99f4838d-67fa-44bc-ad33-cd506b595287,Restaurant 67,1974 Main St,Philadelphia,CO,38569,35.695782,-110.906597,3.5,1375,True,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
55715d56-7ebd-4afd-8c1f-a9d1b3321179,Restaurant 68,5196 Main St,Philadelphia,CA,85849,25.590604,-107.842352,4.0,3250,True,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
c13eddfa-ef0a-40e4-a8fc-d94c8b71948d,Restaurant 69,9800 Main St,Philadelphia,NY,23356,41.035439,-108.412952,1.5,4637,True,"Chinese, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
00d06576-a313-4f5c-a319-06f7494f0357,Restaurant 70,8828 Main St,Philadelphia,OH,96706,33.52313,-97.172157,3.5,104,False,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
38f480f9-543e-4094-b660-3ad272866273,Restaurant 71,1829 Main St,Philadelphia,OH,57472,39.618457,-79.421098,2.0,3568,True,"American (New), Restaurants, Food",2024-01-01 00:00:00,2024-01-01
03143fc7-44e4-4210-b9ae-52bfe495dab4,Restaurant 72,4525 Main St,Philadelphia,CO,80539,42.816753,-99.431943,3.0,2641,True,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
591d6f4c-e48f-4789-9caf-0c027e3804ce,Restaurant 73,4669 Main St,Philadelphia,AZ,41963,42.260954,-93.65827,4.0,2756,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
429eabaf-3d6c-48d0-8ab6-eb0cb21d79cc,Restaurant 74,5425 Main St,Philadelphia,TX,73904,29.878757,-81.11922,3.5,2291,False,"American (New), Restaurants, Food",2024-01-01 00:00:00,2024-01-01
4aaeba07-e1e3-4583-bcb9-f257d4f49232,Restaurant 75,266 Main St,Philadelphia,WA,35042,26.969098,-85.395893,4.5,4549,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
0a90f802-0fcf-42b9-84bb-4c3dac3add20,Restaurant 76,8141 Main St,Philadelphia,AZ,12260,27.140227,-112.812198,2.5,2509,False,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
ae3ae548-5fc5-4b7b-8fa7-590faec82a4c,Restaurant 77,9168 Main St,Philadelphia,WA,55056,34.786588,-83.973551,3.5,2883,False,"Italian, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
e9a3df21-8011-497d-923f-1cbdedc634b4,Restaurant 78,5123 Main St,Philadelphia,FL,40217,27.775085,-114.407864,1.5,4390,True,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
e5f87447-42f7-4a39-9ffd-f9f7857fb524,Restaurant 79,3645 Main St,Philadelphia,AZ,46241,41.665455,-71.286614,5.0,4889,False,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
62326db9-a2e6-4282-9c64-fca228e4777e,Restaurant 80,3280 Main St,Philadelphia,FL,39816,33.300265,-108.375283,5.0,1037,False,"Pizza, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
c3203c88-54a0-4b3a-bb32-a872b7af9047,Restaurant 81,993 Main St,Philadelphia,WA,48290,41.0406,-118.054628,4.5,841,True,"Seafood, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
c0c0ecf5-abda-4d35-9a2e-40eb13306bfe,Restaurant 82,4758 Main St,Philadelphia,AZ,72746,35.130782,-114.859998,1.0,2069,False,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
2f225b68-423d-4100-811b-2445bd07a731,Restaurant 83,1170 Main St,Philadelphia,OH,74454,26.70389,-90.380486,1.0,1243,True,"Seafood, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
99d1e92f-f4ec-445d-8b42-94f9049737b0,Restaurant 84,5078 Main St,Philadelphia,CA,42530,27.724386,-82.955611,2.5,4281,False,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
3e5d7b45-b4f6-4f80-8176-d54317a12259,Restaurant 85,7353 Main St,Philadelphia,FL,87139,47.770719,-108.204087,1.0,4995,True,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
a0483908-25a0-4bd2-9a0d-e81a36848b38,Restaurant 86,3557 Main St,Philadelphia,FL,96563,26.867312,-111.807415,5.0,615,True,"Pizza, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
16443fd7-b809-4258-82a0-d3f26a944729,Restaurant 87,6793 Main St,Philadelphia,AZ,87832,35.807987,-123.204808,3.0,2317,False,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
c2746625-af35-480f-8aa5-34b3462680ce,Restaurant 88,3924 Main St,Philadelphia,FL,91927,38.565161,-80.785188,2.5,3483,True,"American (New), Restaurants, Food",2024-01-01 00:00:00,2024-01-01
79fd66d1-afbf-47e3-ad3b-4163879ba401,Restaurant 89,3783 Main St,Philadelphia,TX,44816,44.012517,-121.072459,2.0,2520,False,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
fc4fcbc8-e42f-4c5b-87e1-4ac14d86a4a5,Restaurant 90,2137 Main St,Philadelphia,AZ,49857,41.093875,-73.152807,5.0,4424,False,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
578f751c-9992-4a0c-9dfb-2771d002e870,Restaurant 91,1417 Main St,Philadelphia,CO,15224,45.456726,-84.600634,3.0,212,True,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
2ca95a9c-ad28-4402-b5f1-08589564a057,Restaurant 92,9524 Main St,Philadelphia,CO,12719,47.990166,-88.024513,3.0,4721,True,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
0eff75fd-4367-4a43-82a2-55da974cb31b,Restaurant 93,7808 Main St,Philadelphia,WA,95394,35.171276,-109.701389,4.0,4029,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
61a878b2-a1a2-441a-a45f-9acc9b1ecb07,Restaurant 94,5800 Main St,Philadelphia,OH,53687,32.38434,-119.247006,2.0,2702,False,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
b18b3960-bad9-455c-9652-fa70314346fd,Restaurant 95,4822 Main St,Philadelphia,OH,82102,25.844034,-120.156711,3.0,2649,True,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
c2a67327-89ce-41b2-aac9-4150f886efcc,Restaurant 96,8531 Main St,Philadelphia,PA,96200,44.995452,-99.591301,1.0,1537,False,"Seafood, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
1520dc80-5566-4e0a-b17c-5fcfc60d991c,Restaurant 97,8267 Main St,Philadelphia,AZ,16764,29.681839,-94.79292,3.0,3590,False,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
0084935c-728e-4c12-b112-f20ca3d2abde,Restaurant 98,572 Main St,Philadelphia,CO,41365,41.325005,-107.908742,1.0,4525,False,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
5635737e-151c-4475-8218-0ac649b42028,Restaurant 99,3781 Main St,Philadelphia,CA,70482,46.782397,-89.375967,2.0,4083,False,"American (New), Restaurants, Food",2024-01-01 00:00:00,2024-01-01
75a8a294-5f7e-4b50-896d-05061b1d4703,Restaurant 100,4579 Main St,Philadelphia,OH,73242,47.545627,-111.5948,5.0,1185,False,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
fbf6332c-31b4-4eac-97d8-a4d40398bb35,Restaurant 101,9920 Main St,Philadelphia,WA,27892,44.872619,-109.806393,4.0,2785,False,"Pizza, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
48a3bf8c-fe92-4af6-b662-f239412abc6e,Restaurant 102,4734 Main St,Philadelphia,FL,86931,38.338238,-88.703259,2.0,3659,False,"Chinese, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
e67626b2-2e08-4269-964d-83b426828f84,Restaurant 103,5546 Main St,Philadelphia,WA,81228,33.675831,-73.693126,2.5,1957,False,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
e7e35986-1bfd-47b6-a312-5ddf165b2613,Restaurant 104,6830 Main St,Philadelphia,PA,51704,42.128218,-86.212467,4.0,3163,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
1f5160ba-9612-482e-a149-ab16daf6e6ca,Restaurant 105,706 Main St,Philadelphia,TX,75836,47.203133,-106.740291,1.5,3607,True,"American (New), Restaurants, Food",2024-01-01 00:00:00,2024-01-01
6212a8ae-e663-4f27-87e6-cbff7eb0a0da,Restaurant 106,7586 Main St,Philadelphia,PA,28894,34.429508,-88.987027,2.0,613,False,"Italian, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
29a898ba-79ec-4602-8961-2a35e921aa23,Restaurant 107,5646 Main St,Philadelphia,CO,62098,39.946243,-78.152909,5.0,3114,False,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
23a52345-31ad-4f02-b9c0-e8186775e859,Restaurant 108,8964 Main St,Philadelphia,PA,90931,26.573677,-90.286144,3.0,1864,True,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
adafecd7-8c8d-40a4-8e1e-de69f1956cda,Restaurant 109,1712 Main St,Philadelphia,CA,68153,28.82639,-108.529366,1.0,377,False,"Pizza, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
f0b6842d-4c6d-4075-8029-764725fe7a17,Restaurant 110,4906 Main St,Philadelphia,IL,59131,34.905796,-111.569141,4.0,4637,True,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
cfb3799f-40de-4fae-b552-2317fccc6644,Restaurant 111,2968 Main St,Philadelphia,CA,89887,45.029311,-90.91593,2.5,4077,True,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
426965f4-56dc-4ccc-ba66-0d84aff3671f,Restaurant 112,7655 Main St,Philadelphia,FL,70236,30.872514,-124.483141,4.5,2357,True,"Sushi, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
bdd72c27-fd63-4faa-bccd-d8bcf727cc31,Restaurant 113,7337 Main St,Philadelphia,IL,87014,31.880548,-72.088401,3.0,3743,False,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
37f2a1e6-67f5-421d-89e0-e3a01465a750,Restaurant 114,6402 Main St,Philadelphia,AZ,23979,30.455731,-93.544252,3.0,2419,True,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
26b8d05a-b5de-4f43-86b9-284b7e4fb112,Restaurant 115,4597 Main St,Philadelphia,PA,84177,44.89655,-82.192861,1.0,4968,False,"Italian, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
70daca84-9fa0-4d58-b708-8869fd057fef,Restaurant 116,3870 Main St,Philadelphia,CO,56179,30.037104,-114.542741,3.0,1121,True,"Pizza, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
f7e16e60-ffdf-49b7-b317-124a64caa172,Restaurant 117,5161 Main St,Philadelphia,AZ,14373,38.330198,-84.720213,1.5,2418,False,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
671424c6-a8b2-4f4f-b4ab-f79745a6ab3c,Restaurant 118,2977 Main St,Philadelphia,NY,27322,43.089795,-76.794667,3.5,4349,False,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
91a13e4c-37fa-4bd8-a05d-5086afc83586,Restaurant 119,4310 Main St,Philadelphia,AZ,48684,42.170865,-106.370661,1.5,3837,True,"Thai, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
936632ba-dc72-45f7-9c7a-8265e043af99,Restaurant 120,3796 Main St,Philadelphia,OH,83048,33.412826,-81.512492,1.0,2167,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
37628110-53d8-4bc8-a9d6-91fdfbdab9b3,Restaurant 121,6138 Main St,Philadelphia,FL,86619,33.763586,-89.87979,3.5,888,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
bb73b323-a867-460e-8abe-9e713e9a6276,Restaurant 122,510 Main St,Philadelphia,CO,83584,32.544144,-91.445479,1.5,3804,False,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
4eb4d331-0250-4425-a396-233baaa52fe6,Restaurant 123,2011 Main St,Philadelphia,TX,15943,46.764015,-108.259948,4.5,952,True,"Mexican, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
0dff6a31-ecbf-4313-bd9a-b656c29d71b6,Restaurant 124,8907 Main St,Philadelphia,TX,60940,35.433806,-88.123258,5.0,3434,True,"Burgers, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
46865a1b-74e6-494e-bbad-480c599a8de4,Restaurant 125,1722 Main St,Philadelphia,AZ,90694,34.386665,-72.666316,1.0,3036,True,"Coffee & Tea, Restaurants, Food",2024-01-01 00:00:00,2024-01-01
